FILIAL;SECAO;DATA;CMV;VALOR ESTOQUE;;VL_ESTQ;CMV;TOTAL
4;413;03/04/2021;R$ 30.347,02;R$ 337.694,12;;;;
4;424;03/04/2021;R$ 2.551,12;R$ 104.884,83;;;;
4;426;03/04/2021;R$ 1.760,14;R$ 21.551,06;;;;
4;442;03/04/2021;R$ 0;R$ 450,00;;;;
7;411;03/04/2021;R$ 40.923,79;R$ 294.220,45;;;;
7;414;03/04/2021;R$ 10.171,09;R$ 139.126,61;;;;
7;415;03/04/2021;R$ 2.830,35;R$ 112.747,54;;;;
7;417;03/04/2021;R$ 0;R$ 0,00;;;;
7;426;03/04/2021;R$ 2.229,72;R$ 24.597,53;;;;
7;433;03/04/2021;R$ 26.299,45;R$ 99.157,44;;;;
7;441;03/04/2021;R$ 443,62;R$ 28.403,35;;;;
7;443;03/04/2021;R$ 2.282,17;R$ 54.647,40;;;;
7;444;03/04/2021;R$ 933,30;R$ 3.732,96;;;;
7;445;03/04/2021;R$ 589,14;R$ 25.248,66;;;;
8;414;03/04/2021;R$ 11.292,68;R$ 146.130,74;;;;
8;427;03/04/2021;R$ 425;R$ 16.148,48;;;;
8;428;03/04/2021;R$ 5.398,20;R$ 42.934,79;;;;
8;432;03/04/2021;R$ 43,19;R$ 114,03;;;;
8;435;03/04/2021;R$ 56.542,15;R$ 213.048,09;;;;
8;436;03/04/2021;R$ 48.073,46;R$ 448.615,88;;;;
9;422;03/04/2021;R$ 214,22;R$ 6.334,32;;;;
9;430;03/04/2021;R$ 0;R$ 0,00;;;;
9;435;03/04/2021;R$ 33.353,66;R$ 162.669,62;;;;
9;440;03/04/2021;R$ 1.160,55;R$ 8.276,11;;;;
10;415;03/04/2021;R$ 3.384,43;R$ 106.178,09;;;;
10;421;03/04/2021;R$ 7.905,11;R$ 528.316,89;;;;
10;426;03/04/2021;R$ 3.014,04;R$ 31.866,98;;;;
10;443;03/04/2021;R$ 2.356,45;R$ 64.646,70;;;;
11;411;03/04/2021;R$ 28.928,18;R$ 339.989,34;;;;
11;420;03/04/2021;R$ 2.968,63;R$ 139.566,15;;;;
11;430;03/04/2021;R$ 0;R$ 0,00;;;;
11;431;03/04/2021;R$ 4.311,42;R$ 125.006,68;;;;
12;421;03/04/2021;R$ 5.338,92;R$ 444.933,51;;;;
12;428;03/04/2021;R$ 3.184,20;R$ 16.567,19;;;;
12;431;03/04/2021;R$ 3.125,32;R$ 75.220,27;;;;
12;433;03/04/2021;R$ 17.106,46;R$ 92.779,93;;;;
14;414;03/04/2021;R$ 9.676,35;R$ 129.639,38;;;;
14;425;03/04/2021;R$ 3.938,22;R$ 46.998,84;;;;
14;426;03/04/2021;R$ 2.747,22;R$ 42.158,07;;;;
14;427;03/04/2021;R$ 553,40;R$ 11.762,80;;;;
14;436;03/04/2021;R$ 41.984,42;R$ 427.169,41;;;;
15;421;03/04/2021;R$ 7.762,41;R$ 562.721,38;;;;
15;433;03/04/2021;R$ 20.495,19;R$ 145.912,98;;;;
16;422;03/04/2021;R$ 640,96;R$ 10.622,34;;;;
16;425;03/04/2021;R$ 3.477,71;R$ 61.170,80;;;;
16;432;03/04/2021;R$ 444,47;R$ 8.138,58;;;;
16;436;03/04/2021;R$ 38.624,58;R$ 477.331,09;;;;
17;414;03/04/2021;R$ 6.944,69;R$ 121.704,46;;;;
17;423;03/04/2021;R$ 16.903,28;R$ 125.983,22;;;;
17;424;03/04/2021;R$ 4.682,44;R$ 104.074,33;;;;
17;434;03/04/2021;R$ 3.231,36;R$ 8.785,17;;;;
18;415;03/04/2021;R$ 2.719,10;R$ 81.321,37;;;;
18;441;03/04/2021;R$ 213,87;R$ 17.774,24;;;;
18;443;03/04/2021;R$ 1.210;R$ 49.606,60;;;;
1;415;04/04/2021;R$ 0;R$ 109.699,89;;;;
1;427;04/04/2021;R$ 0;R$ 18.408,44;;;;
1;434;04/04/2021;R$ 0;R$ 12.485,95;;;;
2;430;04/04/2021;R$ 0;R$ 0,00;;;;
2;432;04/04/2021;R$ 0;R$ 1.479,73;;;;
2;442;04/04/2021;R$ 0;R$ 0,00;;;;
3;414;04/04/2021;R$ 0;R$ 191.219,03;;;;
3;426;04/04/2021;R$ 0;R$ 33.890,24;;;;
3;428;04/04/2021;R$ 0;R$ 18.293,86;;;;
4;414;04/04/2021;R$ 0;R$ 127.309,06;;;;
4;441;04/04/2021;R$ 0;R$ 29.811,53;;;;
7;414;04/04/2021;R$ 0;R$ 140.499,03;;;;
7;416;04/04/2021;R$ 0;R$ 103.227,75;;;;
7;420;04/04/2021;R$ 0;R$ 156.648,47;;;;
7;422;04/04/2021;R$ 0;R$ 7.342,78;;;;
7;427;04/04/2021;R$ 0;R$ 14.269,21;;;;
8;411;04/04/2021;R$ 0;R$ 320.106,21;;;;
8;420;04/04/2021;R$ 0;R$ 166.497,16;;;;
8;430;04/04/2021;R$ 0;R$ 0,00;;;;
9;412;04/04/2021;R$ 0;R$ 338.888,11;;;;
9;417;04/04/2021;R$ 0;R$ 0,00;;;;
9;431;04/04/2021;R$ 0;R$ 91.652,81;;;;
9;433;04/04/2021;R$ 0;R$ 112.455,87;;;;
9;441;04/04/2021;R$ 0;R$ 29.693,61;;;;
9;442;04/04/2021;R$ 0;R$ 0,00;;;;
10;426;04/04/2021;R$ 0;R$ 37.358,22;;;;
10;435;04/04/2021;R$ 0;R$ 122.857,71;;;;
11;420;04/04/2021;R$ 0;R$ 140.724,26;;;;
11;440;04/04/2021;R$ 0;R$ 13.187,70;;;;
11;444;04/04/2021;R$ 0;R$ 2.890,53;;;;
12;412;04/04/2021;R$ 0;R$ 287.627,02;;;;
12;420;04/04/2021;R$ 0;R$ 121.177,66;;;;
12;424;04/04/2021;R$ 0;R$ 97.599,94;;;;
12;428;04/04/2021;R$ 0;R$ 16.689,94;;;;
12;431;04/04/2021;R$ 0;R$ 82.669,87;;;;
12;442;04/04/2021;R$ 0;R$ 0,00;;;;
14;411;04/04/2021;R$ 0;R$ 305.191,39;;;;
14;422;04/04/2021;R$ 0;R$ 8.162,02;;;;
14;425;04/04/2021;R$ 0;R$ 48.589,40;;;;
14;433;04/04/2021;R$ 0;R$ 101.871,86;;;;
14;444;04/04/2021;R$ 0;R$ 2.266,63;;;;
15;424;04/04/2021;R$ 0;R$ 92.890,46;;;;
15;435;04/04/2021;R$ 0;R$ 166.957,41;;;;
15;443;04/04/2021;R$ 0;R$ 64.444,04;;;;
15;445;04/04/2021;R$ 0;R$ 16.468,87;;;;
16;411;04/04/2021;R$ 0;R$ 319.718,37;;;;
16;431;04/04/2021;R$ 0;R$ 111.261,76;;;;
17;411;04/04/2021;R$ 0;R$ 224.665,56;;;;
17;421;04/04/2021;R$ 0;R$ 469.574,37;;;;
17;427;04/04/2021;R$ 0;R$ 14.404,49;;;;
17;428;04/04/2021;R$ 0;R$ 5.997,07;;;;
17;430;04/04/2021;R$ 0;R$ 0,00;;;;
17;443;04/04/2021;R$ 0;R$ 58.078,32;;;;
18;425;04/04/2021;R$ 0;R$ 44.960,52;;;;
18;428;04/04/2021;R$ 0;R$ 46.580,85;;;;
18;431;04/04/2021;R$ 0;R$ 94.889,84;;;;
18;433;04/04/2021;R$ 0;R$ 85.925,85;;;;
18;436;04/04/2021;R$ 0;R$ 304.711,20;;;;
1;417;05/04/2021;R$ 0;R$ 187,60;;;;
1;424;05/04/2021;R$ 2.592,95;R$ 123.117,52;;;;
1;444;05/04/2021;R$ 35,46;R$ 4.833,16;;;;
2;412;05/04/2021;R$ 4.000,25;R$ 311.381,12;;;;
2;413;05/04/2021;R$ 8.415,70;R$ 375.147,06;;;;
2;421;05/04/2021;R$ 2.218,22;R$ 453.716,20;;;;
2;431;05/04/2021;R$ 1.574,59;R$ 106.962,39;;;;
4;412;05/04/2021;R$ 2.138,28;R$ 310.770,58;;;;
4;424;05/04/2021;R$ 1.812,25;R$ 102.919,72;;;;
4;441;05/04/2021;R$ 159,61;R$ 29.811,53;;;;
4;443;05/04/2021;R$ 1.609,26;R$ 61.329,07;;;;
6;411;05/04/2021;R$ 0;R$ 763,03;;;;
7;413;05/04/2021;R$ 8.466,99;R$ 371.929,14;;;;
7;436;05/04/2021;R$ 20.227,66;R$ 459.993,43;;;;
7;445;05/04/2021;R$ 382,40;R$ 25.390,49;;;;
8;412;05/04/2021;R$ 4.863,34;R$ 320.903,68;;;;
8;413;05/04/2021;R$ 11.274,11;R$ 387.754,58;;;;
8;423;05/04/2021;R$ 2.990,40;R$ 120.100,33;;;;
8;428;05/04/2021;R$ 3.177,25;R$ 41.481,83;;;;
8;436;05/04/2021;R$ 28.299,61;R$ 454.821,67;;;;
9;411;05/04/2021;R$ 8.758,68;R$ 357.266,15;;;;
9;443;05/04/2021;R$ 1.512,15;R$ 65.266,23;;;;
10;431;05/04/2021;R$ 1.250,23;R$ 77.937,45;;;;
11;412;05/04/2021;R$ 3.907,72;R$ 321.772,09;;;;
11;422;05/04/2021;R$ 73,05;R$ 9.791,07;;;;
11;424;05/04/2021;R$ 1.885,13;R$ 96.033,80;;;;
12;413;05/04/2021;R$ 5.026,18;R$ 375.452,08;;;;
12;423;05/04/2021;R$ 1.642,06;R$ 105.101,17;;;;
12;436;05/04/2021;R$ 11.914,34;R$ 374.186,67;;;;
12;440;05/04/2021;R$ 258,58;R$ 11.278,22;;;;
12;441;05/04/2021;R$ 148,50;R$ 19.088,03;;;;
12;442;05/04/2021;R$ 0;R$ 0,00;;;;
15;413;05/04/2021;R$ 9.760,11;R$ 379.074,37;;;;
15;433;05/04/2021;R$ 21.686,60;R$ 140.811,26;;;;
16;424;05/04/2021;R$ 2.492,50;R$ 105.108,30;;;;
16;425;05/04/2021;R$ 726;R$ 61.966,35;;;;
16;435;05/04/2021;R$ 12.472,09;R$ 97.956,57;;;;
16;440;05/04/2021;R$ 1.053,97;R$ 8.899,65;;;;
16;442;05/04/2021;R$ 0;R$ 0,00;;;;
17;422;05/04/2021;R$ 247,84;R$ 10.529,98;;;;
17;423;05/04/2021;R$ 2.098,24;R$ 126.175,73;;;;
17;434;05/04/2021;R$ 1.161,33;R$ 9.814,34;;;;
18;414;05/04/2021;R$ 3.889,18;R$ 83.777,72;;;;
18;420;05/04/2021;R$ 1.066,39;R$ 95.439,21;;;;
18;421;05/04/2021;R$ 1.396,54;R$ 284.037,34;;;;
18;435;05/04/2021;R$ 9.379,71;R$ 136.248,73;;;;
1;443;06/04/2021;R$ 2.065,17;R$ 65.082,74;;;;
2;444;06/04/2021;R$ 67,26;R$ 3.582,54;;;;
3;416;06/04/2021;R$ 6.070,62;R$ 142.392,87;;;;
3;428;06/04/2021;R$ 3.976,93;R$ 18.267,75;;;;
3;431;06/04/2021;R$ 3.266,73;R$ 91.049,08;;;;
3;434;06/04/2021;R$ 3.135,73;R$ 18.453,95;;;;
3;443;06/04/2021;R$ 1.651,41;R$ 66.133,22;;;;
4;424;06/04/2021;R$ 1.725,70;R$ 106.419,35;;;;
4;425;06/04/2021;R$ 373,52;R$ 56.791,48;;;;
4;444;06/04/2021;R$ 7,54;R$ 3.703,36;;;;
7;413;06/04/2021;R$ 9.004,76;R$ 376.143,87;;;;
7;420;06/04/2021;R$ 714,82;R$ 155.933,65;;;;
7;421;06/04/2021;R$ 2.522,27;R$ 458.874,55;;;;
7;422;06/04/2021;R$ 42,10;R$ 7.598,05;;;;
7;423;06/04/2021;R$ 1.345,07;R$ 131.775,97;;;;
7;436;06/04/2021;R$ 22.683,59;R$ 463.621,11;;;;
7;441;06/04/2021;R$ 176,40;R$ 28.393,93;;;;
8;427;06/04/2021;R$ 166,60;R$ 15.754,41;;;;
8;433;06/04/2021;R$ 21.581,83;R$ 111.326,77;;;;
8;434;06/04/2021;R$ 2.149,84;R$ 8.593,04;;;;
8;440;06/04/2021;R$ 1.008,69;R$ 14.644,29;;;;
8;441;06/04/2021;R$ 204,85;R$ 23.518,52;;;;
8;444;06/04/2021;R$ 57,39;R$ 2.731,63;;;;
9;420;06/04/2021;R$ 703,93;R$ 149.603,59;;;;
9;434;06/04/2021;R$ 1.707,27;R$ 8.092,11;;;;
9;441;06/04/2021;R$ 336,53;R$ 29.357,17;;;;
9;445;06/04/2021;R$ 331,94;R$ 24.649,39;;;;
10;420;06/04/2021;R$ 1.026,42;R$ 147.420,62;;;;
10;424;06/04/2021;R$ 1.914,42;R$ 128.271,24;;;;
10;428;06/04/2021;R$ 2.674,38;R$ 24.851,54;;;;
11;414;06/04/2021;R$ 4.754,05;R$ 139.421,46;;;;
11;416;06/04/2021;R$ 4.260,62;R$ 114.420,62;;;;
11;423;06/04/2021;R$ 2.290,03;R$ 137.733,90;;;;
11;426;06/04/2021;R$ 1.415,44;R$ 39.534,20;;;;
11;434;06/04/2021;R$ 1.728,05;R$ 9.639,93;;;;
12;415;06/04/2021;R$ 1.174,93;R$ 82.209,82;;;;
12;421;06/04/2021;R$ 3.526,02;R$ 441.127,54;;;;
14;412;06/04/2021;R$ 2.822,57;R$ 307.992,75;;;;
14;424;06/04/2021;R$ 2.359,41;R$ 109.798,41;;;;
14;428;06/04/2021;R$ 2.171,80;R$ 17.004,27;;;;
14;434;06/04/2021;R$ 1.504,10;R$ 8.220,99;;;;
15;411;06/04/2021;R$ 10.928,97;R$ 262.166,86;;;;
15;445;06/04/2021;R$ 262,08;R$ 16.206,73;;;;
16;417;06/04/2021;R$ 0;R$ 12.219,06;;;;
16;431;06/04/2021;R$ 2.642,02;R$ 109.862,77;;;;
17;412;06/04/2021;R$ 2.793;R$ 318.105,58;;;;
17;414;06/04/2021;R$ 3.915,06;R$ 121.934,20;;;;
17;417;06/04/2021;R$ 0;R$ 1.199,52;;;;
17;428;06/04/2021;R$ 3.144;R$ 4.331,79;;;;
17;432;06/04/2021;R$ 213,73;R$ 1.552,58;;;;
17;433;06/04/2021;R$ 14.185,36;R$ 101.017,26;;;;
18;416;06/04/2021;R$ 4.044,73;R$ 82.421,13;;;;
18;424;06/04/2021;R$ 2.192,01;R$ 68.977,19;;;;
18;441;06/04/2021;R$ 202,61;R$ 17.245,41;;;;
1;411;07/04/2021;R$ 14.358,23;R$ 310.173,19;;;;
2;411;07/04/2021;R$ 10.711,76;R$ 301.751,93;;;;
2;413;07/04/2021;R$ 8.959,08;R$ 371.536,67;;;;
2;416;07/04/2021;R$ 5.356,39;R$ 99.267,25;;;;
2;431;07/04/2021;R$ 1.778,83;R$ 98.624,09;;;;
2;441;07/04/2021;R$ 276,77;R$ 24.481,86;;;;
3;412;07/04/2021;R$ 4.942,75;R$ 331.774,98;;;;
3;426;07/04/2021;R$ 2.179,22;R$ 38.403,47;;;;
3;428;07/04/2021;R$ 5.861,33;R$ 30.148,65;;;;
3;432;07/04/2021;R$ 29,48;R$ 161,50;;;;
3;442;07/04/2021;R$ 0;R$ 0,00;;;;
4;411;07/04/2021;R$ 10.333,55;R$ 289.469,38;;;;
4;413;07/04/2021;R$ 8.766,91;R$ 342.199,02;;;;
4;416;07/04/2021;R$ 4.162,01;R$ 98.330,59;;;;
4;421;07/04/2021;R$ 2.170,40;R$ 421.229,96;;;;
4;423;07/04/2021;R$ 1.209,01;R$ 117.098,52;;;;
4;432;07/04/2021;R$ 190,21;R$ 1.622,77;;;;
4;436;07/04/2021;R$ 19.014,08;R$ 476.564,95;;;;
4;445;07/04/2021;R$ 512,33;R$ 21.970,58;;;;
6;411;07/04/2021;R$ 0;R$ 763,03;;;;
7;423;07/04/2021;R$ 1.694,92;R$ 135.987,09;;;;
7;434;07/04/2021;R$ 1.883,71;R$ 10.508,95;;;;
7;442;07/04/2021;R$ 0;R$ 15,10;;;;
8;417;07/04/2021;R$ 0;R$ 0,00;;;;
8;422;07/04/2021;R$ 450,72;R$ 6.066,95;;;;
8;443;07/04/2021;R$ 1.885,20;R$ 69.969,06;;;;
8;445;07/04/2021;R$ 546,72;R$ 25.895,13;;;;
9;415;07/04/2021;R$ 1.763,15;R$ 101.304,80;;;;
9;416;07/04/2021;R$ 4.857,44;R$ 130.304,88;;;;
10;423;07/04/2021;R$ 1.692,24;R$ 138.933,43;;;;
10;431;07/04/2021;R$ 1.632,66;R$ 78.687,88;;;;
10;432;07/04/2021;R$ 145,86;R$ 1.452,48;;;;
11;420;07/04/2021;R$ 1.368,52;R$ 148.021,69;;;;
11;435;07/04/2021;R$ 12.624,99;R$ 154.056,14;;;;
11;442;07/04/2021;R$ 0;R$ 0,00;;;;
11;445;07/04/2021;R$ 437,42;R$ 22.674,33;;;;
12;414;07/04/2021;R$ 2.250,07;R$ 135.674,43;;;;
12;416;07/04/2021;R$ 2.500,96;R$ 117.259,74;;;;
12;436;07/04/2021;R$ 12.953;R$ 385.062,42;;;;
14;420;07/04/2021;R$ 960,57;R$ 118.974,29;;;;
14;424;07/04/2021;R$ 2.156,48;R$ 109.002,68;;;;
14;436;07/04/2021;R$ 18.078,65;R$ 441.966,91;;;;
15;422;07/04/2021;R$ 100,10;R$ 6.119,86;;;;
16;416;07/04/2021;R$ 5.143,43;R$ 127.825,37;;;;
16;435;07/04/2021;R$ 15.684,45;R$ 96.250,11;;;;
16;442;07/04/2021;R$ 0;R$ 0,00;;;;
17;421;07/04/2021;R$ 3.814,71;R$ 474.484,84;;;;
17;427;07/04/2021;R$ 104,96;R$ 14.595,56;;;;
17;440;07/04/2021;R$ 659,53;R$ 15.479,59;;;;
17;443;07/04/2021;R$ 1.564,23;R$ 57.596,68;;;;
18;424;07/04/2021;R$ 2.140,79;R$ 69.526,55;;;;
18;425;07/04/2021;R$ 797,19;R$ 44.127,36;;;;
18;440;07/04/2021;R$ 681,92;R$ 7.689,51;;;;
1;414;08/04/2021;R$ 6.642,23;R$ 143.246,33;;;;
1;426;08/04/2021;R$ 1.438,15;R$ 32.937,98;;;;
1;428;08/04/2021;R$ 4.049,41;R$ 35.173,85;;;;
1;433;08/04/2021;R$ 20.636,19;R$ 168.886,72;;;;
1;436;08/04/2021;R$ 25.716,70;R$ 516.391,29;;;;
1;440;08/04/2021;R$ 1.562,62;R$ 13.610,30;;;;
1;445;08/04/2021;R$ 559,49;R$ 25.728,69;;;;
2;417;08/04/2021;R$ 0;R$ 0,00;;;;
2;436;08/04/2021;R$ 20.389,41;R$ 410.871,01;;;;
3;416;08/04/2021;R$ 6.139,83;R$ 138.292,76;;;;
3;436;08/04/2021;R$ 36.154,73;R$ 579.930,30;;;;
4;433;08/04/2021;R$ 13.239,44;R$ 82.724,90;;;;
6;421;08/04/2021;R$ 3.070,45;R$ 482.395,02;;;;
7;414;08/04/2021;R$ 5.074,74;R$ 137.289,17;;;;
7;423;08/04/2021;R$ 1.921,47;R$ 136.545,94;;;;
7;436;08/04/2021;R$ 23.972,71;R$ 474.606,38;;;;
7;440;08/04/2021;R$ 1.122,44;R$ 12.871,57;;;;
8;411;08/04/2021;R$ 17.434,52;R$ 371.369,98;;;;
8;436;08/04/2021;R$ 30.955,02;R$ 496.953,82;;;;
8;440;08/04/2021;R$ 1.380,32;R$ 12.398,23;;;;
8;442;08/04/2021;R$ 0;R$ 0,00;;;;
8;443;08/04/2021;R$ 2.196,44;R$ 71.539,37;;;;
9;425;08/04/2021;R$ 1.235,43;R$ 55.884,60;;;;
9;440;08/04/2021;R$ 1.043,43;R$ 8.949,93;;;;
9;445;08/04/2021;R$ 338,77;R$ 23.906,63;;;;
10;423;08/04/2021;R$ 1.999,94;R$ 136.959,69;;;;
10;436;08/04/2021;R$ 18.902,05;R$ 531.263,06;;;;
11;411;08/04/2021;R$ 11.732,75;R$ 346.274,55;;;;
11;427;08/04/2021;R$ 227,12;R$ 14.887,55;;;;
11;428;08/04/2021;R$ 2.974,51;R$ 32.414,69;;;;
11;430;08/04/2021;R$ 0;R$ 0,00;;;;
11;432;08/04/2021;R$ 287,88;R$ 410,70;;;;
11;440;08/04/2021;R$ 788,36;R$ 14.746,16;;;;
11;445;08/04/2021;R$ 428,42;R$ 22.245,83;;;;
12;411;08/04/2021;R$ 6.977,73;R$ 247.948,48;;;;
12;415;08/04/2021;R$ 910,17;R$ 85.640,67;;;;
12;435;08/04/2021;R$ 14.142,11;R$ 138.470,85;;;;
12;441;08/04/2021;R$ 80,40;R$ 18.802,88;;;;
12;442;08/04/2021;R$ 0;R$ 0,00;;;;
14;434;08/04/2021;R$ 1.776,46;R$ 8.161,13;;;;
14;443;08/04/2021;R$ 1.029,34;R$ 58.959,97;;;;
15;421;08/04/2021;R$ 8.238,63;R$ 580.730,76;;;;
15;431;08/04/2021;R$ 2.402,10;R$ 125.568,85;;;;
15;442;08/04/2021;R$ 0;R$ 154,60;;;;
15;444;08/04/2021;R$ 116,99;R$ 3.376,79;;;;
15;445;08/04/2021;R$ 299,98;R$ 15.533,89;;;;
16;420;08/04/2021;R$ 3.365,88;R$ 138.189,83;;;;
17;412;08/04/2021;R$ 2.647,27;R$ 319.884,71;;;;
17;415;08/04/2021;R$ 1.614,53;R$ 104.630,03;;;;
17;434;08/04/2021;R$ 1.365,55;R$ 10.279,37;;;;
18;431;08/04/2021;R$ 1.838,53;R$ 84.551,55;;;;
18;432;08/04/2021;R$ 74,99;R$ 161,61;;;;
1;417;09/04/2021;R$ 0;R$ 0,00;;;;
1;421;09/04/2021;R$ 8.589,25;R$ 547.106,76;;;;
1;435;09/04/2021;R$ 27.943,09;R$ 121.478,96;;;;
2;412;09/04/2021;R$ 3.560,16;R$ 310.634,39;;;;
2;426;09/04/2021;R$ 1.586,10;R$ 15.677,21;;;;
2;431;09/04/2021;R$ 2.494,19;R$ 102.218,71;;;;
2;433;09/04/2021;R$ 15.628,73;R$ 117.665,68;;;;
3;414;09/04/2021;R$ 9.304,29;R$ 190.273,79;;;;
3;420;09/04/2021;R$ 8.933,60;R$ 172.417,99;;;;
3;421;09/04/2021;R$ 12.440,54;R$ 576.068,47;;;;
3;436;09/04/2021;R$ 45.264,65;R$ 568.690,55;;;;
3;442;09/04/2021;R$ 0;R$ 0,00;;;;
4;414;09/04/2021;R$ 4.861,80;R$ 129.598,77;;;;
4;422;09/04/2021;R$ 24,34;R$ 8.341,50;;;;
4;445;09/04/2021;R$ 529,22;R$ 23.615,09;;;;
7;413;09/04/2021;R$ 14.137,14;R$ 370.186,67;;;;
7;423;09/04/2021;R$ 2.298,06;R$ 134.955,51;;;;
7;426;09/04/2021;R$ 1.437,36;R$ 27.791,63;;;;
7;434;09/04/2021;R$ 2.535,20;R$ 10.858,70;;;;
8;428;09/04/2021;R$ 4.735,25;R$ 44.515,38;;;;
8;432;09/04/2021;R$ 73,98;R$ 114,03;;;;
9;427;09/04/2021;R$ 380,99;R$ 18.906,57;;;;
9;428;09/04/2021;R$ 6.174,96;R$ 43.468,39;;;;
10;443;09/04/2021;R$ 1.760,52;R$ 73.127,98;;;;
10;444;09/04/2021;R$ 332,88;R$ 2.556,48;;;;
11;411;09/04/2021;R$ 21.597,97;R$ 335.888,57;;;;
11;414;09/04/2021;R$ 5.795,21;R$ 143.886,12;;;;
11;420;09/04/2021;R$ 2.394,95;R$ 144.436,98;;;;
11;424;09/04/2021;R$ 4.020,87;R$ 102.232,81;;;;
11;441;09/04/2021;R$ 306,46;R$ 28.299,33;;;;
12;412;09/04/2021;R$ 1.676,83;R$ 286.682,84;;;;
12;417;09/04/2021;R$ 0;R$ 0,00;;;;
12;420;09/04/2021;R$ 1.517,71;R$ 130.894,71;;;;
12;434;09/04/2021;R$ 1.181,86;R$ 7.657,86;;;;
12;443;09/04/2021;R$ 875,82;R$ 58.319,42;;;;
14;413;09/04/2021;R$ 12.122,15;R$ 366.669,33;;;;
14;414;09/04/2021;R$ 5.039,13;R$ 136.582,87;;;;
14;420;09/04/2021;R$ 5.034,34;R$ 113.337,74;;;;
14;422;09/04/2021;R$ 99,26;R$ 7.726,19;;;;
14;426;09/04/2021;R$ 1.600,94;R$ 33.331,28;;;;
14;435;09/04/2021;R$ 32.669,82;R$ 190.560,83;;;;
14;443;09/04/2021;R$ 1.542;R$ 58.766,34;;;;
15;427;09/04/2021;R$ 728,38;R$ 13.532,87;;;;
15;428;09/04/2021;R$ 5.166,09;R$ 37.990,96;;;;
15;443;09/04/2021;R$ 2.212,21;R$ 64.568,22;;;;
16;422;09/04/2021;R$ 490,97;R$ 9.976,10;;;;
16;432;09/04/2021;R$ 389,95;R$ 5.954,45;;;;
18;421;09/04/2021;R$ 4.728,52;R$ 308.730,43;;;;
18;423;09/04/2021;R$ 1.301,73;R$ 69.207,78;;;;
18;434;09/04/2021;R$ 1.820;R$ 12.091,33;;;;
18;444;09/04/2021;R$ 155,63;R$ 1.413,53;;;;
1;424;10/04/2021;R$ 4.818,52;R$ 142.735,35;;;;
1;432;10/04/2021;R$ 326,42;R$ 1.468,48;;;;
1;445;10/04/2021;R$ 557,02;R$ 27.113,01;;;;
2;428;10/04/2021;R$ 5.346,82;R$ 57.801,45;;;;
2;430;10/04/2021;R$ 0;R$ 0,00;;;;
2;434;10/04/2021;R$ 2.159,41;R$ 6.213,26;;;;
3;412;10/04/2021;R$ 7.530,97;R$ 326.417,43;;;;
3;422;10/04/2021;R$ 427,11;R$ 7.613,83;;;;
3;425;10/04/2021;R$ 2.104,86;R$ 56.975,65;;;;
3;428;10/04/2021;R$ 7.149,45;R$ 23.988,30;;;;
6;423;10/04/2021;R$ 0;R$ 938,46;;;;
7;412;10/04/2021;R$ 5.314,42;R$ 359.642,86;;;;
7;427;10/04/2021;R$ 562,95;R$ 14.191,76;;;;
7;428;10/04/2021;R$ 5.092,17;R$ 56.901,24;;;;
7;430;10/04/2021;R$ 0;R$ 0,00;;;;
8;431;10/04/2021;R$ 3.768,65;R$ 143.493,10;;;;
9;422;10/04/2021;R$ 286,16;R$ 6.288,59;;;;
10;411;10/04/2021;R$ 37.125,26;R$ 311.856,84;;;;
10;412;10/04/2021;R$ 5.512,21;R$ 352.620,67;;;;
10;413;10/04/2021;R$ 18.044,07;R$ 354.655,56;;;;
10;414;10/04/2021;R$ 9.467,67;R$ 143.053,81;;;;
10;421;10/04/2021;R$ 7.844,68;R$ 581.472,34;;;;
10;422;10/04/2021;R$ 448,95;R$ 7.316,91;;;;
10;426;10/04/2021;R$ 2.760,74;R$ 28.839,88;;;;
10;431;10/04/2021;R$ 3.386,22;R$ 74.917,26;;;;
10;433;10/04/2021;R$ 25.380,49;R$ 98.768,60;;;;
11;425;10/04/2021;R$ 1.692,62;R$ 58.464,75;;;;
11;443;10/04/2021;R$ 2.072,50;R$ 66.644,27;;;;
12;421;10/04/2021;R$ 4.836,55;R$ 451.316,10;;;;
14;412;10/04/2021;R$ 5.385,22;R$ 309.499,07;;;;
14;431;10/04/2021;R$ 3.883,54;R$ 104.888,06;;;;
15;413;10/04/2021;R$ 18.030,02;R$ 391.045,93;;;;
15;414;10/04/2021;R$ 7.927,12;R$ 140.756,67;;;;
15;425;10/04/2021;R$ 2.194,03;R$ 50.638,97;;;;
15;431;10/04/2021;R$ 4.603,92;R$ 116.571,92;;;;
15;441;10/04/2021;R$ 312,90;R$ 16.894,86;;;;
15;442;10/04/2021;R$ 0;R$ 154,60;;;;
16;413;10/04/2021;R$ 15.792,78;R$ 370.227,85;;;;
16;421;10/04/2021;R$ 9.799,07;R$ 475.773,92;;;;
16;426;10/04/2021;R$ 2.106,98;R$ 28.055,63;;;;
16;436;10/04/2021;R$ 38.410,83;R$ 457.172,99;;;;
17;411;10/04/2021;R$ 25.350,33;R$ 221.894,04;;;;
17;417;10/04/2021;R$ 0;R$ 1.199,52;;;;
17;421;10/04/2021;R$ 8.760,58;R$ 483.426,91;;;;
17;430;10/04/2021;R$ 0;R$ 0,00;;;;
17;434;10/04/2021;R$ 2.540,95;R$ 9.160,13;;;;
18;413;10/04/2021;R$ 9.884,55;R$ 264.733,21;;;;
