FILIAL;SECAO;DATA;TOTAL 
12;425;14/04/2021;R$981,87;
12;430;14/04/2021;R$0;
12;443;14/04/2021;R$1633,72;
14;424;14/04/2021;R$5366,86;
14;425;14/04/2021;R$1220,04;
15;416;14/04/2021;R$7196,49;
15;421;14/04/2021;R$13001,44;
15;428;14/04/2021;R$12772,72;
15;430;14/04/2021;R$0;
15;441;14/04/2021;R$284,12;
16;435;14/04/2021;R$20292,27;
16;441;14/04/2021;R$477,13;
17;427;14/04/2021;R$280,5;
17;435;14/04/2021;R$16353,53;
18;411;14/04/2021;R$10561,48;
18;415;14/04/2021;R$3204,51;
18;416;14/04/2021;R$6111,95;
18;422;14/04/2021;R$31,96;
18;423;14/04/2021;R$2138,69;
18;427;14/04/2021;R$181,68;
18;434;14/04/2021;R$5427,22;
18;443;14/04/2021;R$2466,09;
1;413;15/04/2021;R$23796,86;
1;414;15/04/2021;R$11254,38;
1;426;15/04/2021;R$2278,17;
1;427;15/04/2021;R$547,02;
1;435;15/04/2021;R$21730,62;
2;412;15/04/2021;R$4382,2;
2;414;15/04/2021;R$8372,16;
2;425;15/04/2021;R$1478,16;
3;422;15/04/2021;R$351,62;
3;423;15/04/2021;R$4451,82;
3;435;15/04/2021;R$30495,74;
3;444;15/04/2021;R$277,29;
4;413;15/04/2021;R$16144,17;
4;414;15/04/2021;R$7450,37;
4;425;15/04/2021;R$1249,61;
4;427;15/04/2021;R$164,7;
4;445;15/04/2021;R$902,77;
7;412;15/04/2021;R$5706,98;
7;423;15/04/2021;R$2635,73;
7;430;15/04/2021;R$0;
7;435;15/04/2021;R$20567,37;
8;412;15/04/2021;R$5637,54;
8;427;15/04/2021;R$91,84;
8;441;15/04/2021;R$587,03;
9;412;15/04/2021;R$5291,25;
10;414;15/04/2021;R$6855,87;
10;421;15/04/2021;R$9821,9;
10;435;15/04/2021;R$16968,83;
10;440;15/04/2021;R$1940,48;
10;441;15/04/2021;R$316,94;
11;420;15/04/2021;R$1361,36;
11;421;15/04/2021;R$10513,9;
11;430;15/04/2021;R$0;
11;433;15/04/2021;R$25213,09;
11;441;15/04/2021;R$363,29;
12;414;15/04/2021;R$4180,62;
12;416;15/04/2021;R$3827,75;
12;420;15/04/2021;R$1777,57;
14;427;15/04/2021;R$329,4;
14;428;15/04/2021;R$10176,31;
14;434;15/04/2021;R$8253,79;
15;412;15/04/2021;R$6706,62;
15;413;15/04/2021;R$18718,11;
15;423;15/04/2021;R$4836,04;
15;430;15/04/2021;R$0;
15;433;15/04/2021;R$28290,25;
16;421;15/04/2021;R$13967,02;
16;424;15/04/2021;R$4886,13;
16;425;15/04/2021;R$2176,67;
16;431;15/04/2021;R$5503;
16;436;15/04/2021;R$39582,58;
16;441;15/04/2021;R$617,14;
17;413;15/04/2021;R$14397,07;
17;414;15/04/2021;R$6773,31;
17;416;15/04/2021;R$6333,73;
18;411;15/04/2021;R$12634,71;
18;424;15/04/2021;R$3819,72;
18;432;15/04/2021;R$222,22;
1;423;16/04/2021;R$4109,84;
1;425;16/04/2021;R$2183,64;
1;426;16/04/2021;R$2651,62;
1;434;16/04/2021;R$13172,93;
2;414;16/04/2021;R$10665,61;
2;424;16/04/2021;R$6749,37;
2;426;16/04/2021;R$2338,32;
2;433;16/04/2021;R$28397,09;
3;431;16/04/2021;R$8660,49;
3;432;16/04/2021;R$85,48;
4;412;16/04/2021;R$4405,99;
4;414;16/04/2021;R$7086,02;
4;426;16/04/2021;R$1812,18;
4;428;16/04/2021;R$9069,44;
4;440;16/04/2021;R$2751,4;
7;422;16/04/2021;R$289,33;
7;426;16/04/2021;R$1992,75;
7;432;16/04/2021;R$647,6;
7;440;16/04/2021;R$4824,23;
7;442;16/04/2021;R$0;
8;414;16/04/2021;R$12617,28;
8;416;16/04/2021;R$11741,37;
8;420;16/04/2021;R$5733,41;
8;421;16/04/2021;R$29297,27;
8;426;16/04/2021;R$2885,44;
8;433;16/04/2021;R$41861,16;
9;415;16/04/2021;R$4309,66;
9;416;16/04/2021;R$8872;
9;422;16/04/2021;R$191,54;
9;444;16/04/2021;R$612,88;
10;421;16/04/2021;R$16673,7;
10;424;16/04/2021;R$6091,19;
10;435;16/04/2021;R$29107,61;
12;420;16/04/2021;R$3209,43;
12;428;16/04/2021;R$6279,09;
12;434;16/04/2021;R$5788,18;
14;414;16/04/2021;R$8328,37;
14;436;16/04/2021;R$41256,88;
15;415;16/04/2021;R$5225,55;
15;416;16/04/2021;R$8113,78;
15;423;16/04/2021;R$7089,44;
15;440;16/04/2021;R$4227,68;
15;445;16/04/2021;R$726,49;
16;415;16/04/2021;R$3987,31;
16;433;16/04/2021;R$32161,04;
17;412;16/04/2021;R$5891,24;
17;415;16/04/2021;R$3519,23;
17;423;16/04/2021;R$2895,03;
17;427;16/04/2021;R$368,34;
17;434;16/04/2021;R$8477,64;
18;415;16/04/2021;R$3542,17;
18;436;16/04/2021;R$31456,84;
18;441;16/04/2021;R$458,16;
1;412;17/04/2021;R$10725,93;
1;424;17/04/2021;R$9036,05;
1;442;17/04/2021;R$0;
2;444;17/04/2021;R$1385,07;
2;445;17/04/2021;R$1150,15;
3;433;17/04/2021;R$58826,57;
3;440;17/04/2021;R$8167,53;
4;421;17/04/2021;R$14277,57;
4;436;17/04/2021;R$40761,15;
6;411;17/04/2021;R$0;
7;416;17/04/2021;R$10466,01;
7;422;17/04/2021;R$299,63;
8;414;17/04/2021;R$17267,31;
8;416;17/04/2021;R$12658,43;
8;441;17/04/2021;R$690,1;
8;445;17/04/2021;R$1094,12;
9;411;17/04/2021;R$31948,09;
9;424;17/04/2021;R$9608,35;
9;426;17/04/2021;R$3124,62;
9;427;17/04/2021;R$1265,24;
9;443;17/04/2021;R$4342,45;
9;445;17/04/2021;R$630,35;
10;413;17/04/2021;R$31903,42;
10;433;17/04/2021;R$40905,45;
10;435;17/04/2021;R$57409,32;
11;415;17/04/2021;R$5399,44;
11;417;17/04/2021;R$0;
11;425;17/04/2021;R$2861,84;
11;441;17/04/2021;R$525,2;
12;413;17/04/2021;R$16711,28;
12;424;17/04/2021;R$4919,7;
12;426;17/04/2021;R$1555,22;
14;412;17/04/2021;R$8341,56;
14;421;17/04/2021;R$28571,41;
15;411;17/04/2021;R$41096,06;
15;416;17/04/2021;R$10167,11;
15;424;17/04/2021;R$10906,56;
16;425;17/04/2021;R$3586,9;
16;435;17/04/2021;R$46284,9;
16;441;17/04/2021;R$643,84;
18;414;17/04/2021;R$8935,83;
18;440;17/04/2021;R$3269,17;
1;427;18/04/2021;R$0;
2;412;18/04/2021;R$0;
2;428;18/04/2021;R$0;
2;445;18/04/2021;R$0;
3;426;18/04/2021;R$0;
3;436;18/04/2021;R$0;
4;412;18/04/2021;R$0;
4;415;18/04/2021;R$0;
4;433;18/04/2021;R$0;
4;436;18/04/2021;R$0;
4;442;18/04/2021;R$0;
4;445;18/04/2021;R$0;
7;416;18/04/2021;R$0;
7;431;18/04/2021;R$0;
9;413;18/04/2021;R$0;
9;444;18/04/2021;R$0;
10;414;18/04/2021;R$0;
10;421;18/04/2021;R$0;
10;422;18/04/2021;R$0;
10;424;18/04/2021;R$0;
11;413;18/04/2021;R$0;
11;434;18/04/2021;R$0;
11;444;18/04/2021;R$0;
12;415;18/04/2021;R$1870,97;
14;415;18/04/2021;R$0;
14;422;18/04/2021;R$0;
14;423;18/04/2021;R$0;
14;424;18/04/2021;R$0;
14;428;18/04/2021;R$0;
14;430;18/04/2021;R$0;
15;411;18/04/2021;R$0;
15;415;18/04/2021;R$0;
15;416;18/04/2021;R$0;
15;420;18/04/2021;R$0;
15;421;18/04/2021;R$0;
15;424;18/04/2021;R$0;
15;431;18/04/2021;R$0;
15;442;18/04/2021;R$0;
16;426;18/04/2021;R$141,86;
16;434;18/04/2021;R$203,39;
16;435;18/04/2021;R$1341,08;
17;413;18/04/2021;R$95,35;
17;445;18/04/2021;R$0;
18;421;18/04/2021;R$0;
18;422;18/04/2021;R$0;
18;432;18/04/2021;R$0;
18;443;18/04/2021;R$0;
1;434;19/04/2021;R$10576,04;
1;435;19/04/2021;R$21148,96;
2;421;19/04/2021;R$7157,84;
2;426;19/04/2021;R$1544,45;
2;431;19/04/2021;R$3325,14;
2;434;19/04/2021;R$8193,5;
2;443;19/04/2021;R$4374,03;
3;411;19/04/2021;R$24535,43;
3;423;19/04/2021;R$5240,46;
3;431;19/04/2021;R$6497,66;
3;432;19/04/2021;R$44,5;
3;435;19/04/2021;R$31095,59;
3;436;19/04/2021;R$63135,62;
4;413;19/04/2021;R$16397,79;
4;420;19/04/2021;R$404,5;
4;441;19/04/2021;R$308,83;
6;421;19/04/2021;R$20864,4;
7;415;19/04/2021;R$4338,61;
7;422;19/04/2021;R$19,9;
8;426;19/04/2021;R$2488,89;
8;431;19/04/2021;R$5359,56;
8;441;19/04/2021;R$402,62;
9;411;19/04/2021;R$15997,66;
9;440;19/04/2021;R$2135,53;
10;412;19/04/2021;R$6051,68;
10;415;19/04/2021;R$3950,52;
10;423;19/04/2021;R$3512,73;
10;430;19/04/2021;R$0;
10;442;19/04/2021;R$0;
11;414;19/04/2021;R$8576,28;
11;420;19/04/2021;R$1508,96;
11;440;19/04/2021;R$1727,81;
11;441;19/04/2021;R$593,17;
12;421;19/04/2021;R$3072,2;
12;431;19/04/2021;R$1172,73;
12;436;19/04/2021;R$18950,52;
14;412;19/04/2021;R$4537,31;
14;423;19/04/2021;R$2694,83;
14;425;19/04/2021;R$1002,76;
14;426;19/04/2021;R$1851,39;
14;444;19/04/2021;R$221,55;
15;421;19/04/2021;R$15405,55;
15;435;19/04/2021;R$28413,27;
15;436;19/04/2021;R$48268,22;
16;425;19/04/2021;R$1079,08;
17;413;19/04/2021;R$16697,3;
17;414;19/04/2021;R$9047,45;
17;420;19/04/2021;R$2041,89;
18;416;19/04/2021;R$7687,52;
18;420;19/04/2021;R$776,18;
18;425;19/04/2021;R$1078,72;
18;427;19/04/2021;R$354,34;
18;440;19/04/2021;R$1469,32;
18;443;19/04/2021;R$2508,61;
18;445;19/04/2021;R$340,05;
1;413;20/04/2021;R$24806,37;
1;416;20/04/2021;R$11136,85;
1;435;20/04/2021;R$26360,42;
2;415;20/04/2021;R$4854,14;
2;430;20/04/2021;R$0;
2;434;20/04/2021;R$9581,3;
2;435;20/04/2021;R$25232,43;
2;441;20/04/2021;R$554,62;
3;433;20/04/2021;R$47952,06;
4;421;20/04/2021;R$8931,35;
4;423;20/04/2021;R$2086,86;
4;427;20/04/2021;R$216,62;
7;411;20/04/2021;R$24496,85;
7;423;20/04/2021;R$3171,97;
7;424;20/04/2021;R$6065,3;
7;436;20/04/2021;R$43358,36;
7;441;20/04/2021;R$713,14;
8;431;20/04/2021;R$5673,49;
8;433;20/04/2021;R$42035,06;
8;435;20/04/2021;R$38914,46;
8;445;20/04/2021;R$691,06;
9;416;20/04/2021;R$9085,7;
11;411;20/04/2021;R$23055,79;
12;412;20/04/2021;R$4085,65;
12;413;20/04/2021;R$10770,47;
12;420;20/04/2021;R$3975,8;
12;424;20/04/2021;R$4260,31;
12;445;20/04/2021;R$324,79;
14;412;20/04/2021;R$4673,2;
14;414;20/04/2021;R$9844,19;
14;423;20/04/2021;R$3641,31;
14;426;20/04/2021;R$2616,09;
14;441;20/04/2021;R$405,77;
15;420;20/04/2021;R$3398;
15;423;20/04/2021;R$6526,5;
16;421;20/04/2021;R$20375,14;
16;432;20/04/2021;R$1400,76;
17;417;20/04/2021;R$0;
17;425;20/04/2021;R$2344,55;
17;431;20/04/2021;R$4359,59;
18;412;20/04/2021;R$4613,66;
18;432;20/04/2021;R$243,22;
18;434;20/04/2021;R$7678,21;
18;443;20/04/2021;R$3083,48;
1;428;21/04/2021;R$7441,58;
1;430;21/04/2021;R$0;
2;413;21/04/2021;R$13594,74;
2;415;21/04/2021;R$3535,42;
2;445;21/04/2021;R$773,26;
3;414;21/04/2021;R$14134,73;
3;420;21/04/2021;R$3372,89;
3;440;21/04/2021;R$5807,32;
4;411;21/04/2021;R$16368,93;
4;442;21/04/2021;R$0;
7;416;21/04/2021;R$7592,03;
7;426;21/04/2021;R$2111,4;
7;427;21/04/2021;R$164,7;
7;430;21/04/2021;R$0;
7;435;21/04/2021;R$25293,91;
8;414;21/04/2021;R$9395,08;
8;417;21/04/2021;R$0;
8;427;21/04/2021;R$276,54;
8;432;21/04/2021;R$47,2;
8;441;21/04/2021;R$686,7;
9;425;21/04/2021;R$1591,95;
9;434;21/04/2021;R$8437,64;
10;413;21/04/2021;R$18221,5;
10;442;21/04/2021;R$0;
10;444;21/04/2021;R$728,54;
11;443;21/04/2021;R$2871,76;
12;413;21/04/2021;R$9887,52;
12;434;21/04/2021;R$5857,53;
12;445;21/04/2021;R$429,68;
14;415;21/04/2021;R$3916,53;
14;417;21/04/2021;R$0;
14;432;21/04/2021;R$485,4;
15;412;21/04/2021;R$7127,17;
15;420;21/04/2021;R$7018;
15;423;21/04/2021;R$6591,55;
15;425;21/04/2021;R$2422,05;
15;426;21/04/2021;R$2759,9;
16;415;21/04/2021;R$3929,72;
16;422;21/04/2021;R$125,3;
16;443;21/04/2021;R$2566,01;
16;444;21/04/2021;R$329,7;
17;415;21/04/2021;R$3485,52;
17;421;21/04/2021;R$14455,88;
17;422;21/04/2021;R$156,49;
17;440;21/04/2021;R$1803,19;
17;441;21/04/2021;R$382,68;
17;443;21/04/2021;R$3000,86;
18;414;21/04/2021;R$5834,9;
18;422;21/04/2021;R$89,7;
18;428;21/04/2021;R$5853,67;
18;431;21/04/2021;R$2896,67;
1;432;22/04/2021;R$906,99;
1;433;22/04/2021;R$36742,08;
1;443;22/04/2021;R$4774,61;
1;444;22/04/2021;R$191,77;
2;424;22/04/2021;R$5114,84;
2;445;22/04/2021;R$710,13;
3;415;22/04/2021;R$5892,45;
3;417;22/04/2021;R$0;
4;412;22/04/2021;R$3188,15;
4;414;22/04/2021;R$6274,96;
4;422;22/04/2021;R$30,88;
4;431;22/04/2021;R$3237,96;
4;436;22/04/2021;R$25622,54;
4;441;22/04/2021;R$319,13;
4;442;22/04/2021;R$0;
7;424;22/04/2021;R$4113,29;
7;436;22/04/2021;R$35559,21;
7;444;22/04/2021;R$171,27;
8;413;22/04/2021;R$21533,97;
8;415;22/04/2021;R$5460,66;
8;425;22/04/2021;R$2975,18;
8;432;22/04/2021;R$64,9;
9;414;22/04/2021;R$8525,06;
9;416;22/04/2021;R$7035,06;
9;421;22/04/2021;R$13412,43;
9;436;22/04/2021;R$35244,95;
10;441;22/04/2021;R$450,52;
11;412;22/04/2021;R$4868,9;
11;428;22/04/2021;R$8298,02;
11;430;22/04/2021;R$0;
11;431;22/04/2021;R$3474,75;
11;434;22/04/2021;R$8959,64;
12;416;22/04/2021;R$2451,3;
12;421;22/04/2021;R$6382,2;
12;426;22/04/2021;R$904,74;
12;441;22/04/2021;R$299,05;
14;415;22/04/2021;R$2560,92;
14;433;22/04/2021;R$19376,44;
14;434;22/04/2021;R$7203,78;
15;411;22/04/2021;R$15506,35;
15;413;22/04/2021;R$18238,58;
15;420;22/04/2021;R$4345,53;
15;422;22/04/2021;R$178,93;
15;425;22/04/2021;R$1994,36;
16;411;22/04/2021;R$12019,69;
16;413;22/04/2021;R$17246,6;
16;420;22/04/2021;R$1362,7;
17;422;22/04/2021;R$34,86;
17;434;22/04/2021;R$7236,21;
17;436;22/04/2021;R$28616,04;
17;445;22/04/2021;R$578,57;
18;411;22/04/2021;R$9714,44;
18;420;22/04/2021;R$1170,45;
18;427;22/04/2021;R$328,44;
18;445;22/04/2021;R$307,43;
1;411;23/04/2021;R$30998,91;
1;415;23/04/2021;R$4608,06;
1;425;23/04/2021;R$1624,62;
1;434;23/04/2021;R$12650,25;
2;413;23/04/2021;R$19546,92;
2;420;23/04/2021;R$3724,68;
2;421;23/04/2021;R$17669,51;
2;424;23/04/2021;R$5871,31;
2;428;23/04/2021;R$7355,52;
2;436;23/04/2021;R$38906,04;
2;441;23/04/2021;R$786,9;
3;416;23/04/2021;R$10853,83;
3;425;23/04/2021;R$3413,53;
3;432;23/04/2021;R$109,8;
3;435;23/04/2021;R$46214,06;
4;411;23/04/2021;R$21021,73;
4;420;23/04/2021;R$1595,96;
4;431;23/04/2021;R$3733,47;
4;440;23/04/2021;R$1657,2;
6;423;23/04/2021;R$0;
7;426;23/04/2021;R$2076,19;
7;441;23/04/2021;R$569,56;
7;444;23/04/2021;R$855,02;
8;421;23/04/2021;R$33045,73;
8;425;23/04/2021;R$3583,12;
8;445;23/04/2021;R$1083,52;
9;416;23/04/2021;R$8640,92;
9;420;23/04/2021;R$3203,99;
9;425;23/04/2021;R$2188,44;
9;431;23/04/2021;R$4967;
9;436;23/04/2021;R$41515,21;
10;412;23/04/2021;R$4932,47;
10;415;23/04/2021;R$3570,12;
10;416;23/04/2021;R$7983,04;
10;441;23/04/2021;R$456,24;
10;444;23/04/2021;R$475,52;
11;423;23/04/2021;R$4953,52;
11;435;23/04/2021;R$25306,05;
14;424;23/04/2021;R$5931,13;
14;445;23/04/2021;R$923,65;
15;421;23/04/2021;R$28134,05;
15;445;23/04/2021;R$765,96;
16;425;23/04/2021;R$2442,41;
16;432;23/04/2021;R$1321,31;
16;433;23/04/2021;R$32710,76;
17;420;23/04/2021;R$5378,64;
17;425;23/04/2021;R$1192,09;
17;427;23/04/2021;R$385,48;
17;433;23/04/2021;R$26467,9;
17;434;23/04/2021;R$8298,03;
17;435;23/04/2021;R$17731,67;
18;415;23/04/2021;R$2914,43;
18;420;23/04/2021;R$2174,4;
18;422;23/04/2021;R$86,83;
18;425;23/04/2021;R$1434,15;
1;411;24/04/2021;R$38363,36;
1;415;24/04/2021;R$4571,38;
1;416;24/04/2021;R$9794,53;
1;440;24/04/2021;R$4380,05;
1;441;24/04/2021;R$604,94;
1;444;24/04/2021;R$912,06;
2;411;24/04/2021;R$31734,66;
2;422;24/04/2021;R$91,65;
2;426;24/04/2021;R$2625,1;
2;433;24/04/2021;R$28925,07;
2;443;24/04/2021;R$3945,9;
3;414;24/04/2021;R$19853,61;
3;425;24/04/2021;R$3756,35;
3;428;24/04/2021;R$16279,28;
3;444;24/04/2021;R$2044,34;
4;423;24/04/2021;R$2678,36;
4;432;24/04/2021;R$411,26;
6;424;24/04/2021;R$0;
7;422;24/04/2021;R$450,92;
7;445;24/04/2021;R$1165,87;
8;423;24/04/2021;R$6366,95;
8;431;24/04/2021;R$7319,82;
9;412;24/04/2021;R$6601,2;
9;428;24/04/2021;R$11627,53;
11;426;24/04/2021;R$3802,59;
11;445;24/04/2021;R$1156,17;
12;411;24/04/2021;R$19529,72;
12;412;24/04/2021;R$4095,49;
12;414;24/04/2021;R$5661,77;
14;411;24/04/2021;R$49413,48;
14;432;24/04/2021;R$483,62;
14;444;24/04/2021;R$1922,96;
15;413;24/04/2021;R$27643,62;
15;442;24/04/2021;R$0;
16;420;24/04/2021;R$6081,06;
16;426;24/04/2021;R$3548,13;
17;422;24/04/2021;R$753,9;
17;424;24/04/2021;R$6779,08;
17;426;24/04/2021;R$2795,39;
17;433;24/04/2021;R$35192,17;
18;412;24/04/2021;R$5499,03;
18;415;24/04/2021;R$3370,7;
18;421;24/04/2021;R$17275,05;
18;432;24/04/2021;R$134,01;
18;435;24/04/2021;R$39755,41;
1;415;25/04/2021;R$0;
1;428;25/04/2021;R$0;
1;431;25/04/2021;R$0;
2;412;25/04/2021;R$0;
2;434;25/04/2021;R$0;
2;444;25/04/2021;R$0;
3;412;25/04/2021;R$0;
3;414;25/04/2021;R$0;
3;428;25/04/2021;R$0;
3;434;25/04/2021;R$0;
3;436;25/04/2021;R$0;
4;413;25/04/2021;R$0;
4;420;25/04/2021;R$0;
4;426;25/04/2021;R$0;
6;411;25/04/2021;R$0;
7;413;25/04/2021;R$0;
7;425;25/04/2021;R$0;
7;426;25/04/2021;R$0;
7;436;25/04/2021;R$0;
7;440;25/04/2021;R$0;
7;441;25/04/2021;R$0;
7;443;25/04/2021;R$0;
8;414;25/04/2021;R$620,55;
8;428;25/04/2021;R$197,24;
8;430;25/04/2021;R$0;
8;436;25/04/2021;R$3667,43;
8;441;25/04/2021;R$9,99;
9;422;25/04/2021;R$0;
9;428;25/04/2021;R$0;
9;436;25/04/2021;R$0;
10;417;25/04/2021;R$0;
10;424;25/04/2021;R$0;
10;431;25/04/2021;R$0;
10;434;25/04/2021;R$0;
11;412;25/04/2021;R$0;
11;420;25/04/2021;R$0;
11;428;25/04/2021;R$0;
11;445;25/04/2021;R$0;
12;425;25/04/2021;R$1137,03;
12;432;25/04/2021;R$60,7;
12;433;25/04/2021;R$13123,28;
12;440;25/04/2021;R$1400,35;
12;441;25/04/2021;R$394,01;
12;443;25/04/2021;R$1859,03;
14;411;25/04/2021;R$0;
14;415;25/04/2021;R$0;
14;433;25/04/2021;R$0;
14;436;25/04/2021;R$0;
15;411;25/04/2021;R$0;
15;416;25/04/2021;R$0;
15;443;25/04/2021;R$0;
16;413;25/04/2021;R$1736,02;
16;416;25/04/2021;R$1021,55;
16;423;25/04/2021;R$48,84;
16;428;25/04/2021;R$240,62;
17;444;25/04/2021;R$0;
18;412;25/04/2021;R$0;
18;425;25/04/2021;R$0;
18;445;25/04/2021;R$0;
1;416;26/04/2021;R$12027,48;
1;423;26/04/2021;R$3683,44;
1;433;26/04/2021;R$37747,29;
2;411;26/04/2021;R$16113,36;
2;420;26/04/2021;R$1198,47;
2;428;26/04/2021;R$6319;
2;435;26/04/2021;R$22458,8;
2;436;26/04/2021;R$39022,83;
2;441;26/04/2021;R$852,42;
2;443;26/04/2021;R$4706,62;
3;412;26/04/2021;R$9227,35;
3;423;26/04/2021;R$5245,96;
3;436;26/04/2021;R$62070,58;
3;441;26/04/2021;R$693,92;
4;420;26/04/2021;R$524,28;
4;421;26/04/2021;R$6093,25;
4;436;26/04/2021;R$32344,15;
4;440;26/04/2021;R$1421,43;
6;421;26/04/2021;R$14966,1;
7;413;26/04/2021;R$17113,75;
7;434;26/04/2021;R$8727,2;
7;441;26/04/2021;R$305,7;
8;420;26/04/2021;R$1392,85;
8;426;26/04/2021;R$2435,23;
8;434;26/04/2021;R$10123,23;
9;440;26/04/2021;R$1734,58;
10;421;26/04/2021;R$5281,9;
10;423;26/04/2021;R$2559,86;
11;416;26/04/2021;R$8093,88;
11;421;26/04/2021;R$7341,85;
11;422;26/04/2021;R$43,79;
11;428;26/04/2021;R$7727,87;
12;433;26/04/2021;R$12504,14;
12;434;26/04/2021;R$4012,71;
14;411;26/04/2021;R$11566,75;
14;416;26/04/2021;R$6269,07;
14;431;26/04/2021;R$2657,39;
14;436;26/04/2021;R$31943,83;
14;440;26/04/2021;R$1809,73;
14;444;26/04/2021;R$51,96;
15;412;26/04/2021;R$7737,15;
15;413;26/04/2021;R$21310,64;
16;412;26/04/2021;R$5876,7;
16;415;26/04/2021;R$4311,36;
16;432;26/04/2021;R$1207,72;
17;426;26/04/2021;R$1855,93;
17;443;26/04/2021;R$3819,16;
17;444;26/04/2021;R$16,99;
17;445;26/04/2021;R$439,95;
18;412;26/04/2021;R$4365,2;
18;414;26/04/2021;R$7416,04;
18;428;26/04/2021;R$6974,54;
18;440;26/04/2021;R$1313,65;
18;445;26/04/2021;R$399,09;
1;423;27/04/2021;R$4332,6;
1;426;27/04/2021;R$1904,15;
1;427;27/04/2021;R$328,34;
1;430;27/04/2021;R$0;
2;412;27/04/2021;R$4723,87;
2;414;27/04/2021;R$8430,9;
2;425;27/04/2021;R$1356,53;
2;436;27/04/2021;R$31816,15;
3;440;27/04/2021;R$4199,56;
4;411;27/04/2021;R$12784,45;
4;425;27/04/2021;R$966,27;
4;440;27/04/2021;R$1035,58;
6;411;27/04/2021;R$0;
7;445;27/04/2021;R$634,89;
8;422;27/04/2021;R$155,01;
8;430;27/04/2021;R$0;
8;445;27/04/2021;R$616,14;
9;412;27/04/2021;R$5870,84;
9;420;27/04/2021;R$718,07;
9;423;27/04/2021;R$2695,76;
9;425;27/04/2021;R$1668,16;
9;431;27/04/2021;R$3522,07;
9;432;27/04/2021;R$13,8;
9;440;27/04/2021;R$1349,57;
10;415;27/04/2021;R$2770,4;
10;421;27/04/2021;R$8417,8;
10;436;27/04/2021;R$34076,29;
11;434;27/04/2021;R$7992,96;
11;436;27/04/2021;R$33573,53;
12;416;27/04/2021;R$5251,94;
12;425;27/04/2021;R$694,64;
12;436;27/04/2021;R$21479,22;
12;440;27/04/2021;R$1257,18;
14;426;27/04/2021;R$1918,43;
14;431;27/04/2021;R$2484,83;
14;435;27/04/2021;R$17597,95;
14;443;27/04/2021;R$2358,37;
15;421;27/04/2021;R$14158,94;
15;431;27/04/2021;R$4402,47;
16;424;27/04/2021;R$5525,91;
16;435;27/04/2021;R$20867,45;
17;440;27/04/2021;R$2180,24;
17;441;27/04/2021;R$376,08;
18;413;27/04/2021;R$12867,51;
18;421;27/04/2021;R$7496;
18;424;27/04/2021;R$3498,13;
18;427;27/04/2021;R$508,31;
1;413;28/04/2021;R$22519,22;
1;423;28/04/2021;R$3426,69;
1;425;28/04/2021;R$1629,68;
1;434;28/04/2021;R$11441,06;
2;422;28/04/2021;R$0;
2;436;28/04/2021;R$28657,84;
3;415;28/04/2021;R$5967,31;
3;420;28/04/2021;R$4573,33;
3;426;28/04/2021;R$3093,1;
3;427;28/04/2021;R$399,2;
3;445;28/04/2021;R$806,62;
4;413;28/04/2021;R$16548,77;
4;416;28/04/2021;R$6997,07;
4;425;28/04/2021;R$1025,87;
4;434;28/04/2021;R$9391,97;
7;412;28/04/2021;R$5231,77;
7;414;28/04/2021;R$7887,95;
7;432;28/04/2021;R$489,62;
7;443;28/04/2021;R$2861,85;
8;421;28/04/2021;R$16593,83;
8;422;28/04/2021;R$75,65;
8;426;28/04/2021;R$1664,79;
8;433;28/04/2021;R$36366,32;
8;434;28/04/2021;R$10556,84;
8;435;28/04/2021;R$31203,63;
8;445;28/04/2021;R$917,11;
9;422;28/04/2021;R$14,99;
9;423;28/04/2021;R$2954,24;
9;432;28/04/2021;R$20,7;
9;444;28/04/2021;R$90,93;
10;415;28/04/2021;R$3352,56;
10;431;28/04/2021;R$2994,65;
10;434;28/04/2021;R$7639,13;
10;435;28/04/2021;R$21326,28;
10;444;28/04/2021;R$368;
11;435;28/04/2021;R$19792,12;
11;440;28/04/2021;R$1778,54;
12;416;28/04/2021;R$4156,54;
12;424;28/04/2021;R$1700,25;
14;411;28/04/2021;R$16027,16;
14;412;28/04/2021;R$3922,45;
14;431;28/04/2021;R$2752,79;
14;441;28/04/2021;R$346,71;
15;424;28/04/2021;R$4600,71;
15;425;28/04/2021;R$1926,78;
15;431;28/04/2021;R$4087,88;
17;413;28/04/2021;R$12697,85;
17;425;28/04/2021;R$1155,36;
17;430;28/04/2021;R$0;
17;440;28/04/2021;R$2051,35;
18;422;28/04/2021;R$77,79;
18;424;28/04/2021;R$4015,04;
18;432;28/04/2021;R$132,59;
18;435;28/04/2021;R$20957,06;
18;440;28/04/2021;R$2158,8;
1;413;29/04/2021;R$23104,78;
1;433;29/04/2021;R$32555,16;
2;414;29/04/2021;R$7234,61;
2;426;29/04/2021;R$1913,13;
2;432;29/04/2021;R$0;
2;434;29/04/2021;R$7908,04;
2;435;29/04/2021;R$19947,62;
3;420;29/04/2021;R$5396,75;
3;426;29/04/2021;R$2904,29;
3;441;29/04/2021;R$498,72;
3;445;29/04/2021;R$1242,7;
7;421;29/04/2021;R$16909,3;
7;424;29/04/2021;R$5169,38;
7;430;29/04/2021;R$0;
8;423;29/04/2021;R$4196,89;
8;432;29/04/2021;R$89,91;
8;434;29/04/2021;R$10370,85;
9;428;29/04/2021;R$11505,85;
9;441;29/04/2021;R$559,28;
10;411;29/04/2021;R$16993,33;
