FILIAL;SECAO;DATA;TOTAL 
10;413;29/04/2021;R$16760,03;
10;425;29/04/2021;R$1675,26;
10;432;29/04/2021;R$255,29;
10;435;29/04/2021;R$23125,61;
11;424;29/04/2021;R$4188,58;
11;425;29/04/2021;R$1705,73;
11;434;29/04/2021;R$8763,18;
11;441;29/04/2021;R$331,9;
12;416;29/04/2021;R$3314,09;
12;432;29/04/2021;R$227,67;
14;415;29/04/2021;R$3413,87;
14;417;29/04/2021;R$0;
14;423;29/04/2021;R$3342,97;
14;426;29/04/2021;R$2205,57;
14;431;29/04/2021;R$3540,91;
14;436;29/04/2021;R$32387,79;
14;444;29/04/2021;R$176,69;
15;433;29/04/2021;R$30110,74;
16;421;29/04/2021;R$20579,15;
16;424;29/04/2021;R$5630,29;
16;428;29/04/2021;R$10925,89;
17;420;29/04/2021;R$4355,29;
17;422;29/04/2021;R$78,76;
17;423;29/04/2021;R$3379,49;
17;424;29/04/2021;R$5067,4;
18;425;29/04/2021;R$1265,43;
1;430;30/04/2021;R$0;
1;444;30/04/2021;R$356,68;
2;411;30/04/2021;R$29583,71;
2;413;30/04/2021;R$22857,12;
2;425;30/04/2021;R$2335,53;
2;426;30/04/2021;R$2837,33;
2;433;30/04/2021;R$25696,36;
2;440;30/04/2021;R$3340,09;
2;444;30/04/2021;R$793,27;
3;415;30/04/2021;R$5992,26;
3;417;30/04/2021;R$0;
3;422;30/04/2021;R$359,85;
3;425;30/04/2021;R$4271,22;
4;411;30/04/2021;R$26852,3;
4;416;30/04/2021;R$7703,25;
4;427;30/04/2021;R$402,19;
4;433;30/04/2021;R$25658,38;
4;436;30/04/2021;R$43164,59;
7;412;30/04/2021;R$6900,22;
7;431;30/04/2021;R$6400,25;
7;435;30/04/2021;R$50886,42;
7;440;30/04/2021;R$3517,75;
8;413;30/04/2021;R$35145,86;
8;420;30/04/2021;R$5657,99;
8;428;30/04/2021;R$10649,41;
9;413;30/04/2021;R$23685,75;
9;422;30/04/2021;R$158,97;
9;425;30/04/2021;R$2736,58;
9;444;30/04/2021;R$417,27;
10;417;30/04/2021;R$0;
10;425;30/04/2021;R$2039,25;
10;428;30/04/2021;R$10804,92;
10;432;30/04/2021;R$481,43;
10;440;30/04/2021;R$2611,55;
11;411;30/04/2021;R$30383,05;
11;416;30/04/2021;R$8454,87;
11;417;30/04/2021;R$0;
11;424;30/04/2021;R$6309,8;
11;427;30/04/2021;R$745,55;
11;435;30/04/2021;R$35853,51;
12;422;30/04/2021;R$171,97;
12;426;30/04/2021;R$1675,7;
12;431;30/04/2021;R$3758,92;
12;434;30/04/2021;R$6283,46;
14;414;30/04/2021;R$11215,51;
14;417;30/04/2021;R$0;
14;420;30/04/2021;R$9309,64;
14;423;30/04/2021;R$5508,02;
14;444;30/04/2021;R$926,56;
15;413;30/04/2021;R$29423,29;
15;415;30/04/2021;R$5338,07;
15;434;30/04/2021;R$12061,44;
15;435;30/04/2021;R$42759,28;
15;445;30/04/2021;R$516,86;
16;414;30/04/2021;R$10946,17;
16;427;30/04/2021;R$768,43;
16;428;30/04/2021;R$13940,04;
17;411;30/04/2021;R$23422,58;
17;421;30/04/2021;R$26683,78;
17;424;30/04/2021;R$5687,75;
18;421;30/04/2021;R$17554,42;
18;432;30/04/2021;R$259,63;
18;444;30/04/2021;R$537,48;
1;412;01/04/2021;R$9044,44;
1;422;01/04/2021;R$527,2;
1;436;01/04/2021;R$78470,83;
2;413;01/04/2021;R$57193,08;
2;415;01/04/2021;R$5874,6;
2;427;01/04/2021;R$319,47;
2;432;01/04/2021;R$14,67;
2;435;01/04/2021;R$29120,29;
3;413;01/04/2021;R$113127,44;
3;440;01/04/2021;R$7488,96;
3;442;01/04/2021;R$0;
4;416;01/04/2021;R$9220,77;
4;434;01/04/2021;R$15457,05;
4;436;01/04/2021;R$63092,75;
6;424;01/04/2021;R$69,9;
7;416;01/04/2021;R$10922,25;
7;435;01/04/2021;R$44726,13;
8;415;01/04/2021;R$6355,9;
8;426;01/04/2021;R$4171,4;
8;428;01/04/2021;R$11676,65;
10;415;01/04/2021;R$6153,7;
10;425;01/04/2021;R$7249,59;
10;430;01/04/2021;R$0;
10;432;01/04/2021;R$48,69;
10;433;01/04/2021;R$50596,68;
10;443;01/04/2021;R$4266,6;
11;414;01/04/2021;R$15569,85;
11;428;01/04/2021;R$10451,86;
11;435;01/04/2021;R$35789,5;
12;412;01/04/2021;R$5526,74;
12;415;01/04/2021;R$4189,51;
12;420;01/04/2021;R$2680,87;
12;425;01/04/2021;R$5267,63;
12;427;01/04/2021;R$669,29;
12;434;01/04/2021;R$10221,96;
12;444;01/04/2021;R$858,92;
14;423;01/04/2021;R$36558,25;
14;427;01/04/2021;R$1262,7;
14;441;01/04/2021;R$660,83;
15;413;01/04/2021;R$47115,78;
15;416;01/04/2021;R$7331,55;
15;421;01/04/2021;R$33070,05;
15;431;01/04/2021;R$14535,88;
16;411;01/04/2021;R$39428,78;
16;415;01/04/2021;R$6220,7;
16;416;01/04/2021;R$11793,74;
16;440;01/04/2021;R$5547,34;
17;411;01/04/2021;R$30960,84;
17;413;01/04/2021;R$48486,89;
17;441;01/04/2021;R$822,33;
17;444;01/04/2021;R$624,09;
18;425;01/04/2021;R$8495,58;
1;433;02/04/2021;R$33079,46;
2;421;02/04/2021;R$13757,58;
2;435;02/04/2021;R$17621,74;
3;412;02/04/2021;R$9658,36;
3;414;02/04/2021;R$16949,66;
3;417;02/04/2021;R$0;
3;426;02/04/2021;R$4628,35;
4;411;02/04/2021;R$20833,22;
4;416;02/04/2021;R$3899,52;
4;420;02/04/2021;R$1902,97;
4;432;02/04/2021;R$228,9;
4;440;02/04/2021;R$2039,41;
4;443;02/04/2021;R$1803,96;
4;445;02/04/2021;R$885,7;
7;425;02/04/2021;R$3624,51;
7;432;02/04/2021;R$374,63;
7;433;02/04/2021;R$28259,37;
8;411;02/04/2021;R$33733,52;
8;417;02/04/2021;R$0;
8;424;02/04/2021;R$8805,99;
8;425;02/04/2021;R$6739,18;
8;426;02/04/2021;R$2422,96;
8;433;02/04/2021;R$37562,01;
8;435;02/04/2021;R$35712,22;
8;445;02/04/2021;R$989,86;
9;412;02/04/2021;R$4931,36;
9;414;02/04/2021;R$8805,27;
9;421;02/04/2021;R$17082,29;
9;435;02/04/2021;R$19047,98;
9;436;02/04/2021;R$35931,82;
9;440;02/04/2021;R$78,85;
10;420;02/04/2021;R$3775,6;
10;426;02/04/2021;R$2813,08;
10;427;02/04/2021;R$617,94;
10;434;02/04/2021;R$9961,54;
10;444;02/04/2021;R$710,03;
11;416;02/04/2021;R$5968,74;
11;421;02/04/2021;R$12757,3;
11;424;02/04/2021;R$3933,67;
12;412;02/04/2021;R$3375,6;
14;417;02/04/2021;R$0;
14;421;02/04/2021;R$13424,5;
14;441;02/04/2021;R$479,8;
14;445;02/04/2021;R$995,58;
15;420;02/04/2021;R$2042,11;
15;432;02/04/2021;R$201,47;
15;435;02/04/2021;R$19675,65;
16;413;02/04/2021;R$33826,88;
16;440;02/04/2021;R$4092,58;
16;441;02/04/2021;R$433,9;
17;412;02/04/2021;R$6162,3;
17;422;02/04/2021;R$239,99;
17;431;02/04/2021;R$5020,02;
18;411;02/04/2021;R$19536,46;
18;412;02/04/2021;R$3861,07;
1;424;03/04/2021;R$9690,48;
2;420;03/04/2021;R$5229,15;
2;424;03/04/2021;R$7632,86;
2;428;03/04/2021;R$9575,93;
2;431;03/04/2021;R$5158,2;
2;445;03/04/2021;R$1754,54;
3;414;03/04/2021;R$21930,69;
3;415;03/04/2021;R$7981,36;
3;432;03/04/2021;R$204,61;
4;422;03/04/2021;R$148,73;
4;433;03/04/2021;R$31153,49;
4;436;03/04/2021;R$47176,87;
4;444;03/04/2021;R$1737,9;
6;421;03/04/2021;R$0;
6;423;03/04/2021;R$0;
7;415;03/04/2021;R$5427,47;
7;426;03/04/2021;R$3622,48;
7;428;03/04/2021;R$10577,55;
7;445;03/04/2021;R$1058,07;
8;424;03/04/2021;R$11721,86;
8;434;03/04/2021;R$17779,2;
8;435;03/04/2021;R$76661,18;
8;436;03/04/2021;R$78387,41;
8;443;03/04/2021;R$5755,02;
9;421;03/04/2021;R$25261,84;
9;422;03/04/2021;R$279,32;
10;415;03/04/2021;R$6402,44;
10;422;03/04/2021;R$504,04;
10;424;03/04/2021;R$8944;
10;443;03/04/2021;R$5016,08;
11;416;03/04/2021;R$9256,26;
11;424;03/04/2021;R$7398,71;
12;412;03/04/2021;R$5371,46;
12;413;03/04/2021;R$37061,14;
12;416;03/04/2021;R$6288,2;
12;428;03/04/2021;R$7996,19;
12;430;03/04/2021;R$0;
14;425;03/04/2021;R$6341,81;
14;434;03/04/2021;R$16765,98;
14;436;03/04/2021;R$69294,46;
14;441;03/04/2021;R$919,16;
15;413;03/04/2021;R$38582,29;
15;415;03/04/2021;R$4634,67;
15;416;03/04/2021;R$5816,02;
15;423;03/04/2021;R$24574,65;
15;440;03/04/2021;R$2992,31;
15;443;03/04/2021;R$3958,59;
16;411;03/04/2021;R$39264,35;
16;412;03/04/2021;R$8473,64;
16;427;03/04/2021;R$836,52;
16;431;03/04/2021;R$9552,88;
17;416;03/04/2021;R$8309,83;
17;420;03/04/2021;R$3784,45;
17;425;03/04/2021;R$5624,44;
17;434;03/04/2021;R$13395,95;
17;435;03/04/2021;R$34033,59;
18;416;03/04/2021;R$6995,44;
18;420;03/04/2021;R$3031,74;
18;421;03/04/2021;R$14840,75;
18;426;03/04/2021;R$2694,52;
1;433;04/04/2021;R$0;
2;414;04/04/2021;R$0;
2;430;04/04/2021;R$0;
2;431;04/04/2021;R$0;
2;432;04/04/2021;R$0;
2;434;04/04/2021;R$0;
3;443;04/04/2021;R$0;
3;444;04/04/2021;R$0;
4;420;04/04/2021;R$0;
6;423;04/04/2021;R$0;
7;416;04/04/2021;R$0;
7;423;04/04/2021;R$0;
7;436;04/04/2021;R$0;
7;442;04/04/2021;R$0;
8;414;04/04/2021;R$0;
8;423;04/04/2021;R$0;
8;431;04/04/2021;R$0;
8;432;04/04/2021;R$0;
8;434;04/04/2021;R$0;
9;416;04/04/2021;R$0;
9;426;04/04/2021;R$0;
9;440;04/04/2021;R$0;
9;441;04/04/2021;R$0;
10;431;04/04/2021;R$0;
11;420;04/04/2021;R$0;
11;424;04/04/2021;R$0;
11;426;04/04/2021;R$0;
11;430;04/04/2021;R$0;
11;434;04/04/2021;R$0;
11;445;04/04/2021;R$0;
12;414;04/04/2021;R$0;
12;428;04/04/2021;R$0;
12;432;04/04/2021;R$0;
14;421;04/04/2021;R$0;
14;427;04/04/2021;R$0;
14;432;04/04/2021;R$0;
15;411;04/04/2021;R$0;
15;415;04/04/2021;R$0;
15;423;04/04/2021;R$0;
15;428;04/04/2021;R$0;
16;411;04/04/2021;R$0;
16;425;04/04/2021;R$0;
16;436;04/04/2021;R$0;
16;440;04/04/2021;R$0;
16;441;04/04/2021;R$0;
16;444;04/04/2021;R$0;
17;413;04/04/2021;R$0;
17;425;04/04/2021;R$0;
17;441;04/04/2021;R$0;
18;423;04/04/2021;R$0;
18;434;04/04/2021;R$0;
1;432;05/04/2021;R$705,14;
1;434;05/04/2021;R$8257,1;
1;440;05/04/2021;R$1613,02;
2;430;05/04/2021;R$0;
2;433;05/04/2021;R$25336,77;
2;445;05/04/2021;R$811,3;
3;412;05/04/2021;R$6646,74;
3;417;05/04/2021;R$0;
3;436;05/04/2021;R$49032,26;
3;442;05/04/2021;R$0;
4;415;05/04/2021;R$2265,37;
4;424;05/04/2021;R$3145,49;
4;428;05/04/2021;R$5983,36;
4;431;05/04/2021;R$2068,76;
4;440;05/04/2021;R$1026,75;
4;445;05/04/2021;R$998,86;
7;414;05/04/2021;R$7993,89;
7;420;05/04/2021;R$685,4;
7;421;05/04/2021;R$6199,61;
7;425;05/04/2021;R$918,76;
7;434;05/04/2021;R$7157,95;
7;440;05/04/2021;R$2319,58;
7;443;05/04/2021;R$3535,74;
8;421;05/04/2021;R$10003,66;
8;431;05/04/2021;R$3790,54;
8;444;05/04/2021;R$66,33;
8;445;05/04/2021;R$945,39;
9;424;05/04/2021;R$4225,07;
9;432;05/04/2021;R$0;
9;434;05/04/2021;R$5993,17;
9;435;05/04/2021;R$18410,09;
10;420;05/04/2021;R$732,97;
10;422;05/04/2021;R$39,88;
11;421;05/04/2021;R$6339,15;
11;432;05/04/2021;R$553,39;
12;414;05/04/2021;R$4810,62;
12;431;05/04/2021;R$1156,65;
14;414;05/04/2021;R$5498,94;
14;435;05/04/2021;R$12314,3;
15;417;05/04/2021;R$0;
15;421;05/04/2021;R$7575,58;
15;425;05/04/2021;R$1843,62;
15;432;05/04/2021;R$1151,4;
15;433;05/04/2021;R$38367,31;
16;411;05/04/2021;R$12680,45;
16;414;05/04/2021;R$14783,27;
16;432;05/04/2021;R$924,76;
16;434;05/04/2021;R$6745,52;
17;421;05/04/2021;R$8507,27;
17;423;05/04/2021;R$3377,53;
17;432;05/04/2021;R$473,28;
17;440;05/04/2021;R$1280,94;
18;432;05/04/2021;R$98,69;
18;433;05/04/2021;R$21964,21;
18;435;05/04/2021;R$14129,95;
1;432;06/04/2021;R$684,48;
1;444;06/04/2021;R$171,27;
2;415;06/04/2021;R$3424,64;
2;426;06/04/2021;R$2040,2;
2;428;06/04/2021;R$7796,64;
2;434;06/04/2021;R$7410,33;
2;440;06/04/2021;R$1953,78;
3;415;06/04/2021;R$6000,08;
3;424;06/04/2021;R$4769,77;
3;427;06/04/2021;R$298,53;
3;441;06/04/2021;R$497,1;
3;445;06/04/2021;R$804,85;
4;435;06/04/2021;R$14756,18;
6;423;06/04/2021;R$19,29;
7;420;06/04/2021;R$1099,8;
7;426;06/04/2021;R$901,95;
7;431;06/04/2021;R$2483,27;
7;433;06/04/2021;R$24029,18;
7;436;06/04/2021;R$35837,98;
8;434;06/04/2021;R$8732,08;
8;436;06/04/2021;R$42900,42;
8;440;06/04/2021;R$2439,92;
9;411;06/04/2021;R$13737,99;
9;430;06/04/2021;R$0;
9;431;06/04/2021;R$3344,06;
9;436;06/04/2021;R$32592,02;
9;440;06/04/2021;R$2644,52;
9;441;06/04/2021;R$762,93;
9;444;06/04/2021;R$45,98;
10;422;06/04/2021;R$146,68;
10;427;06/04/2021;R$54,9;
10;434;06/04/2021;R$5371,5;
10;435;06/04/2021;R$14002,87;
10;444;06/04/2021;R$66,95;
11;412;06/04/2021;R$5002,03;
11;414;06/04/2021;R$7904,37;
12;432;06/04/2021;R$102,15;
14;412;06/04/2021;R$4256,7;
14;416;06/04/2021;R$5743,77;
14;430;06/04/2021;R$0;
14;433;06/04/2021;R$21985,96;
14;436;06/04/2021;R$30083,66;
14;441;06/04/2021;R$479,39;
14;445;06/04/2021;R$460,33;
15;415;06/04/2021;R$4165,69;
15;420;06/04/2021;R$3453,32;
15;427;06/04/2021;R$394,31;
15;440;06/04/2021;R$2647,47;
16;417;06/04/2021;R$0;
16;422;06/04/2021;R$47,86;
16;443;06/04/2021;R$2760,62;
18;414;06/04/2021;R$5873,41;
18;424;06/04/2021;R$3778,55;
18;428;06/04/2021;R$8245,62;
18;440;06/04/2021;R$1300,93;
1;413;07/04/2021;R$19707,35;
1;423;07/04/2021;R$3045,48;
1;431;07/04/2021;R$4463,55;
1;445;07/04/2021;R$959,76;
2;415;07/04/2021;R$3359,06;
3;415;07/04/2021;R$5683,36;
3;423;07/04/2021;R$4007,77;
3;428;07/04/2021;R$13378,97;
3;432;07/04/2021;R$85,19;
4;420;07/04/2021;R$1014,06;
4;432;07/04/2021;R$489,42;
7;412;07/04/2021;R$4386;
7;416;07/04/2021;R$7735,58;
7;425;07/04/2021;R$1341,02;
7;432;07/04/2021;R$613,83;
7;444;07/04/2021;R$190,91;
7;445;07/04/2021;R$1033,25;
8;434;07/04/2021;R$9001,32;
9;415;07/04/2021;R$3366,59;
9;434;07/04/2021;R$7772,06;
9;443;07/04/2021;R$3506,44;
9;445;07/04/2021;R$809,51;
10;415;07/04/2021;R$2904,05;
10;421;07/04/2021;R$8948,7;
10;426;07/04/2021;R$1748,53;
10;431;07/04/2021;R$2802,37;
10;442;07/04/2021;R$0;
11;412;07/04/2021;R$5393,17;
11;424;07/04/2021;R$3522,94;
11;426;07/04/2021;R$2358,03;
12;440;07/04/2021;R$1222,77;
14;413;07/04/2021;R$13805,71;
14;416;07/04/2021;R$5454,06;
14;424;07/04/2021;R$3631,11;
14;433;07/04/2021;R$22970,55;
14;434;07/04/2021;R$6976,44;
14;435;07/04/2021;R$17867,33;
14;436;07/04/2021;R$28637,48;
15;412;07/04/2021;R$5583,99;
15;413;07/04/2021;R$14713,75;
15;432;07/04/2021;R$1308,7;
15;433;07/04/2021;R$32396,49;
15;444;07/04/2021;R$326,59;
16;421;07/04/2021;R$10281,79;
16;426;07/04/2021;R$1595,58;
16;445;07/04/2021;R$804,02;
17;441;07/04/2021;R$291,03;
18;428;07/04/2021;R$7163,31;
1;414;08/04/2021;R$10446,93;
1;421;08/04/2021;R$16819,52;
1;425;08/04/2021;R$1375,99;
1;427;08/04/2021;R$244,54;
2;413;08/04/2021;R$15208;
2;414;08/04/2021;R$9263,08;
2;428;08/04/2021;R$8782,6;
2;433;08/04/2021;R$24047,68;
2;441;08/04/2021;R$670,07;
3;414;08/04/2021;R$12243,56;
3;422;08/04/2021;R$172,4;
3;423;08/04/2021;R$4300,88;
3;428;08/04/2021;R$13643,07;
3;431;08/04/2021;R$6947,75;
3;444;08/04/2021;R$139,82;
4;423;08/04/2021;R$1906,95;
4;433;08/04/2021;R$20742,19;
4;444;08/04/2021;R$16,99;
6;411;08/04/2021;R$0;
6;421;08/04/2021;R$8989,65;
7;412;08/04/2021;R$4933,62;
7;428;08/04/2021;R$7015,39;
7;433;08/04/2021;R$22522,49;
8;413;08/04/2021;R$21195,12;
8;425;08/04/2021;R$2038,66;
8;427;08/04/2021;R$80,86;
8;431;08/04/2021;R$4544,7;
8;432;08/04/2021;R$61,82;
9;412;08/04/2021;R$6006,71;
9;416;08/04/2021;R$9306,71;
9;421;08/04/2021;R$15231,42;
9;431;08/04/2021;R$3812,56;
9;434;08/04/2021;R$8754,6;
10;411;08/04/2021;R$17474,97;
10;417;08/04/2021;R$0;
10;428;08/04/2021;R$8551,74;
10;433;08/04/2021;R$20948,49;
10;444;08/04/2021;R$299,87;
11;413;08/04/2021;R$15803,64;
11;420;08/04/2021;R$1431,92;
12;412;08/04/2021;R$3046;
12;426;08/04/2021;R$1081,53;
14;416;08/04/2021;R$5707,63;
14;425;08/04/2021;R$1508,23;
15;427;08/04/2021;R$580,98;
15;432;08/04/2021;R$1249,82;
15;443;08/04/2021;R$2943,08;
16;417;08/04/2021;R$0;
17;413;08/04/2021;R$12654,09;
17;421;08/04/2021;R$12165,77;
17;434;08/04/2021;R$6019,07;
17;443;08/04/2021;R$2858,75;
18;413;08/04/2021;R$10873,45;
18;414;08/04/2021;R$5160,45;
18;415;08/04/2021;R$3664,5;
18;428;08/04/2021;R$9329,13;
1;426;09/04/2021;R$2770,9;
2;413;09/04/2021;R$16062,75;
2;434;09/04/2021;R$7933,54;
2;441;09/04/2021;R$487,56;
3;421;09/04/2021;R$29785,97;
3;433;09/04/2021;R$46654,83;
3;440;09/04/2021;R$6898,84;
4;416;09/04/2021;R$6475,29;
4;421;09/04/2021;R$11304,22;
7;412;09/04/2021;R$5532,62;
7;422;09/04/2021;R$279,08;
7;433;09/04/2021;R$29439,42;
7;436;09/04/2021;R$54723,96;
8;426;09/04/2021;R$2639,2;
8;434;09/04/2021;R$12175,33;
8;435;09/04/2021;R$57878,67;
8;444;09/04/2021;R$833,65;
9;413;09/04/2021;R$20167,08;
10;428;09/04/2021;R$11017,9;
10;442;09/04/2021;R$0;
10;444;09/04/2021;R$745,16;
11;412;09/04/2021;R$5665,53;
11;420;09/04/2021;R$3156,42;
11;431;09/04/2021;R$5177,24;
12;421;09/04/2021;R$7742,71;
12;431;09/04/2021;R$3092,05;
12;444;09/04/2021;R$392,07;
14;434;09/04/2021;R$8039,89;
15;428;09/04/2021;R$14699,44;
15;435;09/04/2021;R$43968,86;
16;411;09/04/2021;R$28507,47;
16;422;09/04/2021;R$641,45;
17;411;09/04/2021;R$22649,61;
17;427;09/04/2021;R$394,31;
18;413;09/04/2021;R$14855,95;
18;416;09/04/2021;R$5794,29;
18;441;09/04/2021;R$563,79;
1;412;10/04/2021;R$10196,4;
1;414;10/04/2021;R$14275,3;
1;434;10/04/2021;R$14484,89;
2;428;10/04/2021;R$10324,52;
2;445;10/04/2021;R$1150,23;
3;440;10/04/2021;R$8777,89;
3;443;10/04/2021;R$6302,78;
4;412;10/04/2021;R$4991,87;
4;422;10/04/2021;R$237,24;
4;435;10/04/2021;R$43464,03;
4;442;10/04/2021;R$0;
4;443;10/04/2021;R$3383,56;
6;411;10/04/2021;R$0;
6;423;10/04/2021;R$0;
6;424;10/04/2021;R$0;
7;425;10/04/2021;R$3234,62;
8;411;10/04/2021;R$50482,56;
8;412;10/04/2021;R$10309,3;
8;414;10/04/2021;R$16055,44;
8;422;10/04/2021;R$446,99;
8;427;10/04/2021;R$833,54;
8;435;10/04/2021;R$74882,23;
8;443;10/04/2021;R$5809,02;
8;445;10/04/2021;R$1451,59;
9;422;10/04/2021;R$390,68;
9;434;10/04/2021;R$11671,38;
9;441;10/04/2021;R$514,27;
9;444;10/04/2021;R$1345,06;
10;411;10/04/2021;R$47371,67;
10;427;10/04/2021;R$1156,99;
10;440;10/04/2021;R$4461,22;
11;417;10/04/2021;R$0;
12;414;10/04/2021;R$7574,78;
12;423;10/04/2021;R$3564,89;
12;424;10/04/2021;R$5241,69;
14;415;10/04/2021;R$5703,59;
14;423;10/04/2021;R$5307,35;
14;425;10/04/2021;R$4141,71;
14;431;10/04/2021;R$7058,08;
14;432;10/04/2021;R$320,1;
15;416;10/04/2021;R$11161,27;
15;420;10/04/2021;R$10361,11;
15;421;10/04/2021;R$30818,98;
15;431;10/04/2021;R$8450,9;
15;445;10/04/2021;R$719,54;
16;413;10/04/2021;R$25400,62;
16;416;10/04/2021;R$11268,51;
16;427;10/04/2021;R$601,01;
16;434;10/04/2021;R$14127,6;
16;440;10/04/2021;R$4384,18;
16;441;10/04/2021;R$568,18;
16;444;10/04/2021;R$1011,89;
17;417;10/04/2021;R$0;
18;433;10/04/2021;R$29725,19;
1;425;11/04/2021;R$0;
1;433;11/04/2021;R$0;
1;441;11/04/2021;R$0;
2;428;11/04/2021;R$0;
2;444;11/04/2021;R$0;
3;411;11/04/2021;R$0;
3;427;11/04/2021;R$0;
3;432;11/04/2021;R$0;
3;433;11/04/2021;R$0;
3;435;11/04/2021;R$0;
4;422;11/04/2021;R$0;
4;442;11/04/2021;R$0;
4;443;11/04/2021;R$0;
6;411;11/04/2021;R$0;
7;422;11/04/2021;R$0;
7;430;11/04/2021;R$0;
7;434;11/04/2021;R$0;
7;435;11/04/2021;R$0;
7;441;11/04/2021;R$0;
7;443;11/04/2021;R$0;
7;445;11/04/2021;R$0;
8;417;11/04/2021;R$0;
8;428;11/04/2021;R$289,93;
8;434;11/04/2021;R$315,24;
9;420;11/04/2021;R$0;
9;421;11/04/2021;R$0;
9;423;11/04/2021;R$0;
9;443;11/04/2021;R$0;
10;433;11/04/2021;R$0;
11;411;11/04/2021;R$0;
11;426;11/04/2021;R$0;
11;432;11/04/2021;R$0;
11;436;11/04/2021;R$0;
12;413;11/04/2021;R$73,18;
12;435;11/04/2021;R$0;
12;445;11/04/2021;R$17,46;
14;417;11/04/2021;R$0;
14;433;11/04/2021;R$0;
14;444;11/04/2021;R$0;
15;428;11/04/2021;R$0;
15;433;11/04/2021;R$0;
15;444;11/04/2021;R$0;
16;414;11/04/2021;R$997,81;
16;428;11/04/2021;R$272,78;
17;415;11/04/2021;R$0;
17;427;11/04/2021;R$0;
17;441;11/04/2021;R$0;
17;445;11/04/2021;R$3,18;
18;421;11/04/2021;R$0;
18;426;11/04/2021;R$0;
2;420;12/04/2021;R$814,2;
2;434;12/04/2021;R$8107,24;
2;440;12/04/2021;R$2325,3;
3;443;12/04/2021;R$4953,81;
4;415;12/04/2021;R$2823,04;
4;432;12/04/2021;R$578,47;
4;441;12/04/2021;R$342,22;
7;413;12/04/2021;R$15842,66;
7;414;12/04/2021;R$8643,53;
7;440;12/04/2021;R$2665,72;
8;417;12/04/2021;R$0;
8;427;12/04/2021;R$457,16;
8;440;12/04/2021;R$3079,01;
9;414;12/04/2021;R$8988,57;
9;444;12/04/2021;R$55,97;
9;445;12/04/2021;R$885,93;
10;414;12/04/2021;R$8645,17;
10;417;12/04/2021;R$0;
10;423;12/04/2021;R$3505,81;
10;433;12/04/2021;R$27598,65;
10;442;12/04/2021;R$0;
11;414;12/04/2021;R$8100,38;
11;417;12/04/2021;R$0;
11;422;12/04/2021;R$112,09;
11;431;12/04/2021;R$4153,4;
11;435;12/04/2021;R$17298,95;
12;413;12/04/2021;R$8270,59;
12;423;12/04/2021;R$1691,97;
12;432;12/04/2021;R$76,7;
12;444;12/04/2021;R$126,29;
14;423;12/04/2021;R$3218,51;
15;411;12/04/2021;R$15980,41;
15;431;12/04/2021;R$4741,1;
15;442;12/04/2021;R$0;
15;444;12/04/2021;R$90,88;
16;416;12/04/2021;R$8778,82;
16;424;12/04/2021;R$5214,02;
16;425;12/04/2021;R$2253,86;
17;412;12/04/2021;R$4922,56;
17;415;12/04/2021;R$4490,3;
17;417;12/04/2021;R$0;
17;422;12/04/2021;R$95,35;
17;436;12/04/2021;R$36238,44;
18;412;12/04/2021;R$3456,37;
18;433;12/04/2021;R$24831,03;
18;440;12/04/2021;R$1925,65;
1;413;13/04/2021;R$20755,9;
1;427;13/04/2021;R$176,76;
1;440;13/04/2021;R$2781,16;
1;441;13/04/2021;R$401,08;
2;414;13/04/2021;R$8038,19;
2;421;13/04/2021;R$8365,6;
2;425;13/04/2021;R$1828,4;
2;436;13/04/2021;R$33444,82;
3;412;13/04/2021;R$8185,08;
3;433;13/04/2021;R$41222,11;
3;443;13/04/2021;R$5048,08;
4;411;13/04/2021;R$12490,5;
4;412;13/04/2021;R$3153,77;
4;416;13/04/2021;R$5335,43;
4;420;13/04/2021;R$1129;
7;440;13/04/2021;R$2373,48;
8;416;13/04/2021;R$11648,99;
8;425;13/04/2021;R$2571,18;
8;426;13/04/2021;R$2238,1;
9;414;13/04/2021;R$8631,46;
9;423;13/04/2021;R$3240,38;
9;426;13/04/2021;R$1719,3;
10;416;13/04/2021;R$7388,75;
10;417;13/04/2021;R$0;
10;424;13/04/2021;R$4963,91;
10;430;13/04/2021;R$0;
10;431;13/04/2021;R$2541,88;
10;433;13/04/2021;R$23835,94;
10;436;13/04/2021;R$34528,9;
11;417;13/04/2021;R$0;
11;427;13/04/2021;R$109,8;
11;431;13/04/2021;R$3881,9;
11;436;13/04/2021;R$34065,09;
12;412;13/04/2021;R$2465,27;
12;422;13/04/2021;R$21,63;
12;427;13/04/2021;R$291,49;
12;431;13/04/2021;R$1520,84;
14;417;13/04/2021;R$0;
14;430;13/04/2021;R$0;
14;441;13/04/2021;R$271,23;
15;416;13/04/2021;R$7910,65;
15;430;13/04/2021;R$0;
15;436;13/04/2021;R$38117,99;
15;444;13/04/2021;R$123,31;
16;431;13/04/2021;R$4061,2;
16;432;13/04/2021;R$922,43;
16;435;13/04/2021;R$18615,23;
16;444;13/04/2021;R$117,65;
17;421;13/04/2021;R$9718,53;
17;441;13/04/2021;R$201,97;
17;443;13/04/2021;R$2737,71;
17;444;13/04/2021;R$89,33;
18;420;13/04/2021;R$1642,55;
18;422;13/04/2021;R$23,99;
1;411;14/04/2021;R$19131,23;
1;416;14/04/2021;R$10969,97;
1;427;14/04/2021;R$239,56;
