SECAO;COD;DESCRICAO 
435;9014;CONTRA F.COOP.PREM.KG ;
435;2083;CONTRA F.KORIN ORG.KG ;
435;5767;CONTRA FILE  ANGUS    ;
435;3673;CONTRA FILE 1953      ;
435;8494;CONTRA FILE 1953      ;
435;3359;CONTRA FILE 1953 C/OSS;
435;3012;CONTRA FILE ANGUS     ;
435;3194;CONTRA FILE ANGUS     ;
435;7366;CONTRA FILE ANGUS     ;
435;5403;CONTRA FILE ANGUS KG  ;
435;8645;CONTRA FILE BEST BEEF ;
435;1769;CONTRA FILE BLACK     ;
435;3616;CONTRA FILE C/MIGNON  ;
435;7407;CONTRA FILE C/MIGNON  ;
435;1038;CONTRA FILE C/OSSO    ;
435;3456;CONTRA FILE C/OSSO    ;
435;2465;CONTRA FILE CHURRASCO ;
435;8146;CONTRA FILE CHURRASCO ;
435;2162;CONTRA FILE COM MIGNON;
435;2163;CONTRA FILE COM OSSO  ;
435;2496;CONTRA FILE FRIBOI KG ;
428;7938;CONTRA FILE GRELHADO  ;
428;9302;CONTRA FILE GRILL KG  ;
435;4426;CONTRA FILE INTEIRO   ;
435;8581;CONTRA FILE KOSHER    ;
435;1420;CONTRA FILE MOIDO     ;
435;3721;CONTRA FILE MOIDO     ;
435;5034;CONTRA FILE MOIDO     ;
435;4216;CONTRA FILE MOIDO 1953;
435;2478;CONTRA FILE MOIDO KG  ;
435;1007;CONTRA FILE NOVILHO   ;
435;8820;CONTRA FILE NOVILHO   ;
435;6092;CONTRA FILE NOVILHO KG;
435;9249;CONTRA FILE NOVILHO KG;
435;2645;CONTRA FILE P/GRELHA  ;
435;2992;CONTRA FILE P/GRELHA  ;
435;4427;CONTRA FILE PECA      ;
435;4220;CONTRA FILE PED.1953  ;
435;2464;CONTRA FILE PEDACO    ;
435;4797;CONTRA FILE PORC.     ;
435;6180;CONTRA FILE PRECOCE KG;
435;8350;CONTRA FILE PRIME     ;
435;8915;CONTRA FILE RIBEYE    ;
435;3610;CONTRA FILE S/OSSO    ;
435;2205;CONTRA FILE SEM OSSO  ;
435;8814;CONTRA FILE SUINO     ;
435;9065;CONTRA FILE T-BONE    ;
435;9120;CONTRA FILE VACUO     ;
435;9919;CONTRA FILE VACUO     ;
435;6948;CONTRA FILE(CHORIZO)  ;
429;19286;CONTRA ROTULO AZEITE  ;
960;32544;CONTRO                ;
960;32546;CONTROL               ;
960;32528;CONTROLADOR           ;
960;32530;CONTROLADOR           ;
800;32397;CONTROLE              ;
800;33722;CONTROLE              ;
800;33723;CONTROLE              ;
800;33724;CONTROLE              ;
800;33977;CONTROLE DE QUALIDADE ;
800;31613;CONTROLE REMOTO XAC   ;
443;165480;CONV.A.FESTA C.COZINHA;
443;165481;CONV.A.FESTA C.COZINHA;
443;165482;CONV.A.FESTA C.COZINHA;
443;165483;CONV.A.FESTA C.FRALDA ;
443;165484;CONV.A.FESTA C.FRALDA ;
443;165485;CONV.A.FESTA C.FRALDA ;
443;165475;CONV.A.FESTA C.PANELA ;
443;165477;CONV.A.FESTA C.PANELA ;
443;165478;CONV.A.FESTA C.PANELA ;
443;165470;CONV.A.FESTA CORUJINHA;
443;165474;CONV.A.FESTA MARAVILHA;
443;165472;CONV.A.FESTA MICKY    ;
443;165473;CONV.A.FESTA MILLI 8UN;
443;165471;CONV.A.FESTA ROBOS 8UN;
443;161529;CONV.ALEGRIA AMER. 8UN;
443;161530;CONV.ALEGRIA ARAN.8UN ;
415;168269;COOK.NAT.LIFE 180GR   ;
415;168270;COOK.NAT.LIFE 180GR   ;
413;179015;COOK.TRAD.CAROL.240   ;
413;179011;COOK.TRIPLO CHOC.240  ;
430;81;COOKIE                ;
415;155058;COOKIE ALL P.CACAU 40G;
415;155055;COOKIE ALL P.MACA CAN.;
434;731;COOKIE BAUNILHA UN    ;
413;151924;COOKIE CHOC.200GR     ;
434;129;COOKIE CHOCOLATE UN   ;
436;171296;COOKIE FORNO MINAS 180;
436;171299;COOKIE FORNO MINAS 180;
413;167436;COOKIE GARO CHOC 60GR ;
413;167441;COOKIE GARO CHOC 60GR ;
413;174246;COOKIE GAROTO CORES 60;
423;141147;COOKIE MERBA BRANCO   ;
423;151559;COOKIE MERBA CARM.CHOC;
423;149635;COOKIE MERBA CHOC.200G;
423;149636;COOKIE MERBA CONF.175G;
423;149630;COOKIE MERBA CONF.COL.;
423;141145;COOKIE MERBA CR.AVELA ;
423;141146;COOKIE MERBA TRAD.CHOC;
423;151560;COOKIE MERBA TRIP.CHOC;
413;32999;COOKIE NESTLE 60GR    ;
413;168817;COOKIE TODDY 150GR    ;
413;168818;COOKIE TODDY 150GR    ;
413;169955;COOKIE TODDY 150GR    ;
413;142596;COOKIE TODDY 60GR     ;
413;158952;COOKIE TODDY 60GR     ;
413;157456;COOKIE TODDY 75GR     ;
413;150758;COOKIE YOKI BAUN.400GR;
413;150757;COOKIE YOKI CHOC.400GR;
413;172557;COOKIES ALPINO 60GR   ;
413;164699;COOKIES AO LEITE 80GR ;
413;147457;COOKIES ARCO IRIS CHOC;
413;77992;COOKIES ATIVA CAJ.150G;
415;154221;COOKIES AVEIA CAST.33G;
429;19704;COOKIES AVEIA/PASS.50G;
413;112949;COOKIES BAR.BAN.150GR ;
413;100522;COOKIES BAR.CAST.150GR;
413;112948;COOKIES BAR.G/AC.150GR;
413;100517;COOKIES BAR.GOT.150GR ;
413;25238;COOKIES BAUD.110G     ;
413;27571;COOKIES BAUD.110G     ;
413;24577;COOKIES BAUD.110G L3P2;
413;35261;COOKIES BAUD.140 L3P2 ;
413;82478;COOKIES BAUD.38GR     ;
413;35262;COOKIES BAUD.60GR L3P2;
413;147369;COOKIES BAUD.AVEIA/PAS;
413;169074;COOKIES BAUD.AVEIA/PAS;
413;147367;COOKIES BAUD.CACAU/AV.;
413;169073;COOKIES BAUD.CACAU/AV.;
413;109054;COOKIES BAUD.CHO.260GR;
413;167749;COOKIES BAUD.CHOC.100G;
413;123374;COOKIES BAUD.CHOC.110G;
413;116851;COOKIES BAUD.CHOC.19G ;
413;132624;COOKIES BAUD.CHOCCO   ;
413;167750;COOKIES BAUD.CHOCO.96G;
413;124177;COOKIES BAUD.CREAM.125;
413;129299;COOKIES BAUD.CREAM.125;
413;124424;COOKIES BAUD.DOU.200GR;
413;27832;COOKIES BAUD.L4P3     ;
413;134315;COOKIES BAUD.LATA VERM;
413;175821;COOKIES BAUD.M.C.80GR ;
413;26728;COOKIES BAUD.MAXI 105G;
413;170746;COOKIES BAUD.MAXI CHOC;
413;167748;COOKIES BAUD.ORIG.100G;
413;26135;COOKIES BAUD.ORIG.110G;
413;123372;COOKIES BAUD.ORIG.110G;
413;163681;COOKIES BAUD.ORIG.40GR;
413;175820;COOKIES BAUD.T.C.80GR ;
413;156320;COOKIES BAUD.TRIPL.380;
413;165003;COOKIES BAUDUCCO 132GR;
413;102141;COOKIES BAUDUCO L3P2  ;
415;33389;COOKIES BEL.48GR L3P2 ;
415;174464;COOKIES BELIVE AMEND. ;
415;155080;COOKIES BELIVE BAU.100;
415;174463;COOKIES BELIVE CAST.  ;
415;155081;COOKIES BELIVE CHO.100;
415;159464;COOKIES BELIVE CHO.34G;
415;174462;COOKIES BELIVE CHOC.  ;
415;159465;COOKIES BELIVE COC.34G;
415;155082;COOKIES BELIVE LIM.100;
415;163842;COOKIES BELIVE LIMAO  ;
434;3707;COOKIES C.FOODS CHOC. ;
413;178574;COOKIES CACAU MEL 60GR;
415;154226;COOKIES CAFE G.CHOC.33;
434;129245;COOKIES CASAR.BAN.120G;
434;129244;COOKIES CASAR.BAUN.120;
434;129243;COOKIES CASAR.CHOC.120;
415;162683;COOKIES CAST.25GR     ;
415;162684;COOKIES CAST.25GR     ;
436;160856;COOKIES CHEF FOODS    ;
436;160857;COOKIES CHEF FOODS    ;
434;3696;COOKIES CHEF FOODS KG ;
434;3699;COOKIES CHEF FOODS KG ;
429;19706;COOKIES CHOC.B.C/CAST.;
429;19707;COOKIES CHOC.B.PTO. 1 ;
415;154220;COOKIES CHOC.LAR.33G  ;
429;19709;COOKIES CHOC.PTO.50GR ;
413;163710;COOKIES CLASSIC 60GR  ;
413;178570;COOKIES CLASSIC 60GR  ;
413;165601;COOKIES D.STYLE 340GR ;
432;561;COOKIES DE BAUNILHA UN;
432;672;COOKIES DE CHOCOLATE  ;
413;170857;COOKIES DIAMANTE 80GR ;
413;72258;COOKIES ED.LT.250GR   ;
413;80977;COOKIES ED.SAB.150GR  ;
415;121709;COOKIES FIB.AVEI.140GR;
415;121708;COOKIES FIB.CAST.140GR;
415;121707;COOKIES FIB.LAR.140GR ;
413;178575;COOKIES FRUT.VERM.60GR;
413;25027;COOKIES S.EDW.140G L3P;
413;127843;COOKIES S.EDW.CHO.100G;
413;160736;COOKIES S.EDW.CHO.100G;
413;145897;COOKIES S.EDW.ESTOJO  ;
413;145898;COOKIES S.EDW.L.P.JOIA;
413;124399;COOKIES S.EDW.LEIT.140;
413;123998;COOKIES S.EDW.LIM.140G;
413;145896;COOKIES S.EDW.LTA.COR.;
413;124398;COOKIES S.EDW.MEL 140G;
413;145899;COOKIES S.EDW.MH.COF  ;
413;145895;COOKIES S.EDW.P.BONECA;
413;145894;COOKIES S.EDW.P.JOIA B;
413;90252;COOKIES S.EDWIGES L3P2;
415;26851;COOKIES S.GLUTEN L3P2 ;
415;155629;COOKIES S.V.BAUN.100GR;
415;155627;COOKIES S.V.CAFE 100GR;
415;155628;COOKIES S.V.CAFE 100GR;
415;170890;COOKIES S/G.CAST.80G  ;
423;172437;COOKIES SEMBEI A.240GR;
423;136394;COOKIES SEMBEI A.280GR;
423;136392;COOKIES SEMBEI G.260GR;
423;136395;COOKIES SEMBEI L.260GR;
415;155427;COOKIES SENSE BAUN.100;
413;150285;COOKIES SENSE BAUN.120;
413;128001;COOKIES SENSE BAUN.180;
413;130771;COOKIES SENSE BAUN.200;
413;127999;COOKIES SENSE BAUN.30G;
415;155429;COOKIES SENSE CAP.100 ;
415;155428;COOKIES SENSE CHOC.100;
415;159902;COOKIES SENSE CHOC.100;
415;128002;COOKIES SENSE CHOC.180;
413;130772;COOKIES SENSE CHOC.200;
413;128000;COOKIES SENSE CHOC.30G;
415;159903;COOKIES SENSE LIM.100G;
415;175697;COOKIES SEU DIVINO 90G;
415;175698;COOKIES SEU DIVINO 90G;
413;164700;COOKIES SHOT 80GR     ;
413;113464;COOKIES SOLYS CHOC.120;
413;125133;COOKIES SOLYS CHOC.120;
415;129106;COOKIES SOY FR.33GR   ;
415;106447;COOKIES SOY G.CHOC.33G;
415;119995;COOKIES SOY G.MACA 33G;
415;145878;COOKIES SOY LAR.33GR  ;
415;157111;COOKIES SUPLY ACAI 120;
415;157112;COOKIES SUPLY CAC.150G;
415;107648;COOKIES SUPLY CAST.150;
415;107647;COOKIES SUPLY LAR.120G;
415;158331;COOKIES SUPLY LAR.35GR;
415;158330;COOKIES SUPLY PARA 35G;
415;157110;COOKIES SUPLY ROMA 150;
413;165027;COOKIES TEMABI 280G   ;
413;140967;COOKIES TEMABI 300GR  ;
413;142437;COOKIES TODDY 150GR   ;
413;153614;COOKIES TODDY 40GR    ;
413;31390;COOKIES TODDY L3P2    ;
413;164050;COOKIES TODDY MALHADO ;
415;24991;COOKIES VIT.200GR L3P2;
415;33671;COOKIES VIT.80GR L6P4 ;
415;153014;COOKIES VIT.AMAR.30GR ;
415;153015;COOKIES VIT.CHIA 30GR ;
415;153016;COOKIES VIT.LINHA.30GR;
415;110986;COOKIES VITAO AB/C.150;
415;81566;COOKIES VITAO ABAC.35G;
415;112728;COOKIES VITAO B/CH.150;
415;106555;COOKIES VITAO BAN.150 ;
415;166752;COOKIES VITAO BAN.80  ;
415;94944;COOKIES VITAO BAU.150G;
415;109159;COOKIES VITAO BAU.150G;
415;124695;COOKIES VITAO BAU.150G;
415;164627;COOKIES VITAO BAUN.80G;
415;94945;COOKIES VITAO C.P.150G;
415;109178;COOKIES VITAO C/CH.150;
415;124694;COOKIES VITAO CAC.150G;
415;75536;COOKIES VITAO CAC.200G;
415;164628;COOKIES VITAO CACAU 80;
415;166749;COOKIES VITAO CACAU 80;
415;64332;COOKIES VITAO CAJU 200;
415;100360;COOKIES VITAO CAST.150;
415;124693;COOKIES VITAO CAST.150;
415;64328;COOKIES VITAO CAST.200;
415;166751;COOKIES VITAO CAST.80 ;
415;30573;COOKIES VITAO CAST.80G;
415;164624;COOKIES VITAO CAST.80G;
415;166747;COOKIES VITAO CAST.80G;
415;166748;COOKIES VITAO CAST.80G;
415;110092;COOKIES VITAO CITR.150;
415;67449;COOKIES VITAO COCO 200;
415;110093;COOKIES VITAO FR.V.150;
415;154191;COOKIES VITAO GRAN.120;
415;32155;COOKIES VITAO L6P4    ;
415;100362;COOKIES VITAO LAR.150 ;
415;166753;COOKIES VITAO LAR.80  ;
415;112729;COOKIES VITAO M.CH.150;
415;110369;COOKIES VITAO M/C.15GR;
415;112727;COOKIES VITAO MACA 150;
415;108698;COOKIES VITAO MOR.150 ;
415;67450;COOKIES VITAO NOZ.200G;
415;166750;COOKIES VITAO NOZES 80;
415;75537;COOKIES VITAO PAS.200G;
415;154190;COOKIES VITAO SEM.120G;
415;110985;COOKIES VITAO U/CH.150;
415;24504;COOKIES VITAOL3P2     ;
423;117818;COOKIES VOORT.AMANT.  ;
423;117823;COOKIES VOORT.CHOC.227;
415;176185;COOKIES WICK INT 60GR ;
415;176186;COOKIES WICK INT 60GR ;
415;136688;COOKIES ZEZE BAN.150GR;
415;136687;COOKIES ZEZE CAST.150G;
415;136689;COOKIES ZEZE FR.150GR ;
415;136690;COOKIES ZEZE INT.150GR;
434;3705;COOKIES.C.FOODS BAUN  ;
445;163598;COOL AU SWEATER TAM L ;
445;163597;COOL AU SWEATER TAM M ;
445;163596;COOL AU SWEATER TAM S ;
445;163599;COOL AU SWEATER TAM XL;
413;110132;COOL FRESH CAN.1.3.GR ;
413;110134;COOL FRESH CIT.1.3.GR ;
411;135137;COOLER BOCCATI PRETO  ;
411;109783;COOLER C.LARGO PES.750;
443;18378;COOLER COCA COLA UN   ;
411;172252;COOLER CORONA         ;
984;33913;COOLER ENERGETICO UN  ;
800;20579;COOLER MARACUJA  E NAD;
425;160012;COPA  PRIMOR FAT.80GR ;
436;167060;COPA ALEGRA FAT.100GR ;
436;1262;COPA BASSI CURADA KG  ;
435;2119;COPA BIFE             ;
431;3563;COPA CERATTI KG       ;
436;5292;COPA COOP.CURADA KG   ;
436;32336;COPA DEF.FAT.100GR    ;
436;161184;COPA DEF.FAT.100GR    ;
436;134301;COPA EDER FAT.100GR   ;
436;109394;COPA ESPUNA 80GR      ;
436;9986;COPA FATIADA          ;
431;2984;COPA FRIMESA CUR.FAT. ;
436;4396;COPA FRIMESA CURADA   ;
436;10156;COPA HACIENDAS KG     ;
425;175552;COPA ITA.VILANI 70GR  ;
426;3567;COPA ITA.VILANI KG    ;
425;171175;COPA ITA.VITO 80GR    ;
435;8437;COPA LOMBO D.TEMP.KG  ;
435;4313;COPA LOMBO FRIMESA    ;
435;161008;COPA LOMBO FRIMESA KG ;
436;3205;COPA LOMBO RECHEADA KG;
436;4876;COPA LOMBO TEMP.KG    ;
436;7328;COPA MONTE BELLO      ;
425;160014;COPA NEGRINI FAT.80GR ;
435;2122;COPA PEDACO           ;
436;28787;COPA PERD.FAT.100GR   ;
436;3446;COPA PERDIGAO         ;
431;2212;COPA SADIA            ;
431;2966;COPA SADIA FAT.KG     ;
436;17724;COPA SADIA SP.FAT.100G;
436;111717;COPA SEARA 100GR      ;
436;162919;COPA SEARA GOUR.100GR ;
436;6127;COPA SPEC.MINI KG     ;
435;9083;COPA SUINA KG         ;
435;3970;COPA TEMPERADA PAMP.  ;
435;8259;COPA.FRICEU PEMP. KG  ;
429;19898;COPO 200ML S/IMPRESSA ;
443;161816;COPO A.FESTA POA VERM.;
443;113238;COPO ACCENT RKS 275ML ;
800;22346;COPO ACRILICO         ;
906;27208;COPO AGUA COCO FESTVAL;
443;161548;COPO ALEG.C.PRINCESA  ;
443;161547;COPO ALEG.C.PRINCIPE  ;
443;161549;COPO ALEGRIA AMERICA  ;
443;161550;COPO ALEGRIA ARANHA   ;
443;161545;COPO ALEGRIA AZUL 200M;
443;165448;COPO ALEGRIA CORUJINHA;
443;165453;COPO ALEGRIA F.MARAV. ;
443;165450;COPO ALEGRIA F.MICKY  ;
443;165452;COPO ALEGRIA F.MILLI  ;
443;161814;COPO ALEGRIA PETIT POA;
443;161815;COPO ALEGRIA PETIT POA;
443;161819;COPO ALEGRIA PORQUINHA;
443;165449;COPO ALEGRIA ROBOS 8UN;
443;161544;COPO ALEGRIA ROSA 200M;
443;161546;COPO ALEGRIA SAFARI   ;
443;161818;COPO ALEGRIA SPEED CAR;
906;34523;COPO AMERICANO        ;
443;80724;COPO ANIV.KARAOKE10UN ;
434;5487;COPO B.CHOCOLATE KG   ;
443;125922;COPO B.FEST 250ML 10UN;
443;125923;COPO B.FEST 330ML 10UN;
443;137521;COPO B.FEST BCO.180ML ;
443;125919;COPO B.FEST BCO.200ML ;
443;125918;COPO B.FEST CAF.50ML  ;
443;125920;COPO B.FEST CIRCO 200M;
443;145308;COPO B.FEST GALINH.8UN;
443;145309;COPO B.FEST N.BAIL.8UN;
443;125921;COPO B.FEST N.MOR.8UN ;
443;92204;COPO B.FEST PLAST.C/10;
443;92205;COPO B.FEST PLAST.C/10;
443;92206;COPO B.FEST PLAST.C/10;
443;92207;COPO B.FEST PLAST.C/10;
443;92208;COPO B.FEST PLAST.C/10;
443;92209;COPO B.FEST PLAST.C/10;
443;92210;COPO B.FEST PLAST.C/10;
443;92211;COPO B.FEST PLAST.C/10;
443;92212;COPO B.FEST PLAST.C/10;
443;92213;COPO B.FEST PLAST.C/10;
443;101451;COPO B.FEST PLAST.C/10;
443;101958;COPO B.FEST PLAST.C/10;
443;110775;COPO B.FEST PLAST.C/10;
443;110776;COPO B.FEST PLAST.C/10;
443;122047;COPO B.FEST PLAST.C/10;
443;122048;COPO B.FEST PLAST.C/10;
443;122049;COPO B.FEST PLAST.C/10;
443;122050;COPO B.FEST PLAST.C/10;
443;122051;COPO B.FEST PLAST.C/10;
443;122052;COPO B.FEST PLAST.C/10;
443;25637;COPO B.FEST PLAST.C/8 ;
443;25638;COPO B.FEST PLAST.C/8 ;
443;25639;COPO B.FEST PLAST.C/8 ;
443;139322;COPO B.FEST PLAST.C/8 ;
443;145310;COPO B.FEST S.MOTO.8UN;
443;131002;COPO B.FEST.ARANH.200M;
443;130996;COPO B.FEST.BELLA 200M;
443;130182;COPO B.FEST.BEM + 200M;
443;134717;COPO B.FEST.BOLIN.200M;
443;139027;COPO B.FEST.CARR.200M ;
443;125954;COPO B.FEST.F.MAR 200M;
443;125955;COPO B.FEST.H.CAR 200M;
443;131329;COPO B.FEST.INESQ.200M;
443;148625;COPO B.FEST.MONST.200M;
443;131328;COPO B.FEST.P.PAU 200M;
443;148626;COPO B.FEST.POA R.200M;
443;152168;COPO B.FEST.PORQ.200M ;
443;159216;COPO B.FEST.R.GELO200 ;
443;148627;COPO B.FEST.S.AVI.200M;
443;159220;COPO B.FEST.SPID.200M ;
443;159225;COPO B.FEST.VENC.200M ;
906;16007;COPO BACAR.PLAST.50UN ;
443;107417;COPO BIG 50ML         ;
443;107414;COPO BIG A.CRIST.10UN ;
443;107416;COPO BIG A.VERM.10UN  ;
443;107419;COPO BIG AGUA 50UN    ;
443;80732;COPO BIG AMAR.10UN    ;
443;80733;COPO BIG AZUL 10UN    ;
443;91337;COPO BIG DESC.10UN    ;
443;106920;COPO BIG GARF.AMOR.10U;
443;106921;COPO BIG GARF.FUT.10UN;
443;105127;COPO BIG LARANJA 10UN ;
443;80734;COPO BIG ROSA 10UN    ;
443;80735;COPO BIG VERDE 10UN   ;
443;80736;COPO BIG VERM.10UN    ;
411;20856;COPO BOCCATI TRANSP.UN;
906;23599;COPO CAPUCCINO PRETO  ;
443;172717;COPO CELEBRATE PRETO  ;
443;172720;COPO CHA REVELACAO    ;
411;23900;COPO CHOPP BRAH. 430ML;
906;33167;COPO CHOPP INSANA     ;
443;113197;COPO CISP.CHOPP 200ML ;
443;113204;COPO CISP.CHOPP 200ML ;
443;27674;COPO CISP.CHOPP 300ML ;
443;113200;COPO CISP.CHOPP 300ML ;
443;113199;COPO CISP.CITRUS 300ML;
443;113195;COPO CISP.CONT.200ML  ;
443;116712;COPO CISP.DRINK 300ML ;
443;113201;COPO CISP.SALMOS 300ML;
443;113235;COPO CISPER MARG.135ML;
443;28803;COPO CISPER RANOVER UN;
906;12773;COPO COCA COLA 330ML  ;
428;12774;COPO COCA COLA 550ML  ;
428;12776;COPO COCA COLA 770ML  ;
443;132900;COPO COP. WHISKY 50ML ;
443;85931;COPO COPAZA 100ML     ;
443;85935;COPO COPAZA 180ML     ;
443;85937;COPO COPAZA 200ML COL.;
443;129778;COPO COPAZA 250ML     ;
443;85939;COPO COPAZA 300ML     ;
443;85940;COPO COPAZA 300ML     ;
443;85941;COPO COPAZA 500ML     ;
443;85942;COPO COPAZA 50ML      ;
443;85943;COPO COPAZA CRIS.50ML ;
443;134939;COPO COPAZA P/CHA 100M;
443;85938;COPO COPAZA TRAN.250ML;
428;12778;COPO COPOB.110ML(ROT) ;
443;81759;COPO COPOB.AZ.200ML   ;
443;81952;COPO COPOB.BCO.180ML  ;
443;81757;COPO COPOB.BCO.200ML  ;
443;132729;COPO COPOB.BCO.200ML  ;
443;81758;COPO COPOB.BCO.300ML  ;
443;81756;COPO COPOB.BCO.50ML   ;
443;132727;COPO COPOB.BCO.50ML   ;
906;148957;COPO COPOB.C/TAMP.    ;
443;141275;COPO COPOB.TERM.180ML ;
443;141276;COPO COPOB.TERM.300ML ;
443;176389;COPO COPOB.TR.BIO.50ML;
443;176396;COPO COPOB.TR.BIO.50ML;
443;114601;COPO COPOB.TRANS.150ML;
443;81761;COPO COPOB.TRANS.180ML;
443;141274;COPO COPOB.TRANS.180ML;
443;109425;COPO COPOB.TRANS.300ML;
443;134447;COPO COPOB.TRANS.300ML;
443;177574;COPO COPOB.TRANS.300ML;
443;154818;COPO COPOSUL 200ML    ;
443;80454;COPO COPOSUL 50ML     ;
443;80459;COPO COPOSUL BCO.300ML;
411;31562;COPO CRISTAL          ;
422;23754;COPO CZECHVAR TUMBLER ;
411;25032;COPO DAMM BARCEL.UN   ;
443;18758;COPO DESC.200ML       ;
906;971;COPO DESC.FESTVAL 330M;
984;33201;COPO DESCARTAVEL      ;
901;166054;COPO DESCARTAVEL PP   ;
906;20763;COPO DIAMANTE 400UN   ;
906;20765;COPO DIAMANTE 400UN   ;
428;12779;COPO EXPRESS UN       ;
906;178144;COPO FRAPE PET 440ML  ;
436;130095;COPO GAR.CHOC.BAUN.UN ;
443;172718;COPO GOLD PREMIUM     ;
411;152969;COPO INS.COL.S.LON.425;
411;152971;COPO INS.PILSNER 480ML;
424;115718;COR.ALC.RAIOLA 240GR  ;
424;110958;COR.ALC.S.PAUL 380GR. ;
424;120677;COR.ALC.SACH.250GR    ;
414;130773;COR.ALCACH.HEMMER 200G;
414;124887;COR.ALCACH.HEMMER 380G;
433;178291;COR.ALF.AM.BER.150GR  ;
433;112911;COR.ALF.AM.BER.300GR  ;
433;158114;COR.ALF.ESTRAP.150GR  ;
433;71054;COR.ALF.ESTRAP.300GR  ;
433;92333;COR.ALF.PERC.300GR    ;
433;118225;COR.ALF.PRIM.ORG.300G ;
433;157281;COR.ALFACE AME.RDU 250;
433;144704;COR.ALFACE ORG.SUL 200;
413;92215;COR.B.FEST LIQ.AMAR.10;
413;148635;COR.B.FEST LIQ.AZ.10ML;
413;148636;COR.B.FEST LIQ.RS.10ML;
413;148637;COR.B.FEST LIQ.VD.10ML;
413;148638;COR.B.FEST LIQ.VM.10ML;
413;92214;COR.B.FEST PO AMAR.5GR;
442;105032;COR.BIG AGUA 18ML UN  ;
435;7266;COR.FGO.COOP.LIGHT KG ;
435;83504;COR.FGO.COP.1KG       ;
435;97635;COR.FGO.COP.500GR     ;
435;164541;COR.FRANGO NABRASA 800;
436;155539;COR.FRANGO SADIA 1KG  ;
416;112534;COR.GUAR.JEANS AZ.40M ;
416;112537;COR.GUAR.JEANS GR.40M ;
416;112536;COR.GUAR.JEANS VD.40ML;
435;4172;COR.PALETA 1953 (PED) ;
413;23232;COR.SCHIM.GD.280GR    ;
413;23231;COR.SCHIM.MD.180GR    ;
424;144460;CORACAO ALCACH.200GR  ;
424;132859;CORACAO ALCACH.SANTAR ;
435;1437;CORACAO ALCATRA       ;
435;3373;CORACAO ALCATRA 1953  ;
435;7443;CORACAO ALCATRA PORC. ;
433;61438;CORACAO ALFACE AME.RDU;
433;3433;CORACAO ALFACE KG     ;
433;3434;CORACAO ALFACE KG     ;
435;7838;CORACAO BATAVO PERU KG;
435;1632;CORACAO BOV.PRECOCE KG;
435;2064;CORACAO BOVINO        ;
435;3425;CORACAO BOVINO        ;
435;8655;CORACAO BOVINO        ;
435;7381;CORACAO BOVINO PIC.KG ;
435;1629;CORACAO BOVINO PRECOCE;
435;4792;CORACAO COOPAVEL KG   ;
435;8938;CORACAO COPRDEIRO KG  ;
435;8528;CORACAO DA PALETA 1953;
435;1366;CORACAO DE FRANGO     ;
428;1959;CORACAO DE FRANGO     ;
435;3354;CORACAO DE FRANGO     ;
435;5763;CORACAO DE FRANGO     ;
435;167730;CORACAO DE FRANGO     ;
435;2409;CORACAO FGO.COOPAVEL K;
435;6083;CORACAO FGO.COOPAVEL K;
435;9632;CORACAO FRANGO BANDEJA;
435;7265;CORACAO FRANGO LIGHT  ;
435;1888;CORACAO FRANGO RESFR  ;
435;136419;CORACAO GERM.600GR    ;
415;171867;CORACAO HAOMA CHO.320G;
435;135822;CORACAO LAR FGO.500GR ;
435;6633;CORACAO PALETA        ;
435;9933;CORACAO PALETA ANGUS  ;
413;99590;CORACAO PARKE LE.150GR;
413;99593;CORACAO PARKE LE.350GR;
436;138176;CORACAO PATO GERM.1KG ;
436;9606;CORACAO PATO GERMANI  ;
435;174564;CORACAO SEARA ORG.600G;
435;1917;CORACAO TEMPERADO     ;
435;4813;CORACAO.FRIBOI PORC.KG;
903;12307;CORANTE AMAR.OVO 100GR;
903;13792;CORANTE BEAL UN       ;
903;13769;CORANTE ESDEL UN      ;
444;100178;CORANTE FAS.AZ.M.45GR ;
444;100179;CORANTE FAS.PTO.45GR  ;
903;25441;CORANTE G ROSA 150ML  ;
416;86857;CORANTE GUARANI AM.40M;
416;86858;CORANTE GUARANI AZ.40M;
416;86859;CORANTE GUARANI AZ.40M;
416;86860;CORANTE GUARANI AZ.40M;
416;100464;CORANTE GUARANI BG.40M;
416;86861;CORANTE GUARANI CI.40M;
416;86862;CORANTE GUARANI MA.40M;
416;86863;CORANTE GUARANI PR.40M;
416;100463;CORANTE GUARANI TU.40M;
416;86864;CORANTE GUARANI VE.40M;
416;86865;CORANTE GUARANI VE.40M;
416;100465;CORANTE GUARANI VH.40M;
443;172261;CORANTE LIQ.10ML      ;
443;172263;CORANTE LIQ.10ML      ;
443;172264;CORANTE LIQ.10ML      ;
443;172265;CORANTE LIQ.10ML      ;
903;158522;CORANTE PEROLA 10GR   ;
903;141148;CORANTE PO DOUR.40GR  ;
903;17254;CORANTE SOFT GEL VERDE;
903;17251;CORANTE SOFT.AMAR.25GR;
903;154507;CORANTE SOFT.AMAR.D.UN;
903;168331;CORANTE SOFT.AZUL 25GR;
903;154505;CORANTE SOFT.AZUL UN  ;
903;25502;CORANTE SOFT.BRANCO   ;
903;132367;CORANTE SOFT.LILAS UN ;
903;13796;CORANTE SOFT.MIX 150GR;
903;154506;CORANTE SOFT.PTO.UN   ;
903;139369;CORANTE SPRAY AER.AMAR;
