SECAO;COD;DESCRICAO 
444;146627;HAV.SLIM TEAMS AZ.NAVL;
444;146628;HAV.SLIM TEAMS AZ.NAVL;
444;146629;HAV.SLIM TEAMS AZ.NAVL;
444;146630;HAV.SLIM TEAMS AZ.NAVL;
444;146679;HAV.SLIM THEMATIC BCO ;
444;146680;HAV.SLIM THEMATIC BCO ;
444;146681;HAV.SLIM THEMATIC BCO ;
444;146682;HAV.SLIM THEMATIC BCO ;
444;146684;HAV.SLIM THEMATIC PINK;
444;146685;HAV.SLIM THEMATIC PINK;
444;146686;HAV.SLIM THEMATIC PINK;
444;146687;HAV.SLIM THEMATIC PINK;
444;146669;HAV.SLIM THEMATIC PTO ;
444;146675;HAV.SLIM THEMATIC PTO ;
444;146676;HAV.SLIM THEMATIC PTO ;
444;146677;HAV.SLIM THEMATIC PTO ;
444;146841;HAV.SLIM TNKRBELL BCO ;
444;146842;HAV.SLIM TNKRBELL BCO ;
444;146843;HAV.SLIM TNKRBELL BCO ;
444;146844;HAV.SLIM TNKRBELL BCO ;
444;146845;HAV.SLIM TNKRBELL BCO ;
444;133557;HAV.SLIM TRENDY 33/34 ;
444;133562;HAV.SLIM TRENDY 33/34 ;
444;133566;HAV.SLIM TRENDY 33/34 ;
444;133558;HAV.SLIM TRENDY 35/36 ;
444;133563;HAV.SLIM TRENDY 35/36 ;
444;133567;HAV.SLIM TRENDY 35/36 ;
444;133559;HAV.SLIM TRENDY 37/38 ;
444;133564;HAV.SLIM TRENDY 37/38 ;
444;133568;HAV.SLIM TRENDY 37/38 ;
444;133560;HAV.SLIM TRENDY 39/40 ;
444;133565;HAV.SLIM TRENDY 39/40 ;
444;133569;HAV.SLIM TRENDY 39/40 ;
444;169931;HAV.SLIM TROP 35/6    ;
444;169932;HAV.SLIM TROP 37/8    ;
444;169933;HAV.SLIM TROP 39/0    ;
444;169934;HAV.SLIM TROP 41/2    ;
444;140402;HAV.SLIM TROP. 33/34  ;
444;140403;HAV.SLIM TROP. 35/36  ;
444;140404;HAV.SLIM TROP. 37/38  ;
444;140405;HAV.SLIM TROP. 39/40  ;
444;140406;HAV.SLIM TROP.33/34   ;
444;140410;HAV.SLIM TROP.33/34   ;
444;140407;HAV.SLIM TROP.35/36   ;
444;140411;HAV.SLIM TROP.35/36   ;
444;140408;HAV.SLIM TROP.37/38   ;
444;140412;HAV.SLIM TROP.37/38   ;
444;140409;HAV.SLIM TROP.39/40   ;
444;140413;HAV.SLIM TROP.39/40   ;
444;146699;HAV.SLIM TROP.ABOBORA ;
444;146701;HAV.SLIM TROP.ABOBORA ;
444;146702;HAV.SLIM TROP.ABOBORA ;
444;146703;HAV.SLIM TROP.ABOBORA ;
444;146711;HAV.SLIM TROP.AMAZONIA;
444;146713;HAV.SLIM TROP.AMAZONIA;
444;146714;HAV.SLIM TROP.AMAZONIA;
444;146715;HAV.SLIM TROP.AMAZONIA;
444;146704;HAV.SLIM TROP.ARE/ROSE;
444;146706;HAV.SLIM TROP.ARE/ROSE;
444;146708;HAV.SLIM TROP.ARE/ROSE;
444;146710;HAV.SLIM TROP.ARE/ROSE;
444;159628;HAV.SLIM TROPIC.33/34 ;
444;159633;HAV.SLIM TROPIC.33/34 ;
444;159638;HAV.SLIM TROPIC.33/34 ;
444;159629;HAV.SLIM TROPIC.35/36 ;
444;159634;HAV.SLIM TROPIC.35/36 ;
444;159639;HAV.SLIM TROPIC.35/36 ;
444;159630;HAV.SLIM TROPIC.37/38 ;
444;159635;HAV.SLIM TROPIC.37/38 ;
444;159640;HAV.SLIM TROPIC.37/38 ;
444;159631;HAV.SLIM TROPIC.39/40 ;
444;159636;HAV.SLIM TROPIC.39/40 ;
444;159641;HAV.SLIM TROPIC.39/40 ;
444;159632;HAV.SLIM TROPIC.41/42 ;
444;159637;HAV.SLIM TROPIC.41/42 ;
444;159642;HAV.SLIM TROPIC.41/42 ;
444;127602;HAV.SLIM V.AGUA 33/34 ;
444;127603;HAV.SLIM V.AGUA 35/36 ;
444;127604;HAV.SLIM V.AGUA 37/38 ;
444;127605;HAV.SLIM V.AGUA 39/40 ;
444;127623;HAV.SPIRIT 33/34      ;
444;127624;HAV.SPIRIT 35/36      ;
444;127625;HAV.SPIRIT 37/38      ;
444;127626;HAV.SPIRIT 39/40      ;
444;127635;HAV.SPIRIT B.D.C.33/34;
444;127636;HAV.SPIRIT B.D.C.35/36;
444;127637;HAV.SPIRIT B.D.C.37/38;
444;127638;HAV.SPIRIT B.D.C.39/40;
444;127631;HAV.SPIRIT CAFE 33/34 ;
444;127632;HAV.SPIRIT CAFE 35/36 ;
444;127633;HAV.SPIRIT CAFE 37/38 ;
444;127634;HAV.SPIRIT CAFE 39/40 ;
444;127627;HAV.SPIRIT CAQUI 33/34;
444;127628;HAV.SPIRIT CAQUI 35/36;
444;127629;HAV.SPIRIT CAQUI 37/38;
444;127630;HAV.SPIRIT CAQUI 39/40;
444;133615;HAV.SPIRIT CINZA.33/34;
444;133656;HAV.SPIRIT CINZA.35/36;
444;133644;HAV.SPIRIT CINZA.37/38;
444;133658;HAV.SPIRIT CINZA.39/40;
444;133600;HAV.SPIRIT ICE 33/34  ;
444;133601;HAV.SPIRIT ICE 35/36  ;
444;133602;HAV.SPIRIT ICE 37/38  ;
444;133603;HAV.SPIRIT ICE 39/40  ;
444;140575;HAV.SPIRIT LIGHT 33/34;
444;140576;HAV.SPIRIT LIGHT 35/36;
444;140577;HAV.SPIRIT LIGHT 37/38;
444;140578;HAV.SPIRIT LIGHT 39/40;
444;140565;HAV.SPIRIT LILAS 33/34;
444;140566;HAV.SPIRIT LILAS 35/36;
444;140567;HAV.SPIRIT LILAS 37/38;
444;140569;HAV.SPIRIT LILAS 39/40;
444;133611;HAV.SPIRIT MELAN.33/34;
444;133612;HAV.SPIRIT MELAN.35/36;
444;133613;HAV.SPIRIT MELAN.37/38;
444;133614;HAV.SPIRIT MELAN.39/40;
444;133604;HAV.SPIRIT PRETO 33/34;
444;133606;HAV.SPIRIT PRETO 35/36;
444;133607;HAV.SPIRIT PRETO 37/38;
444;133608;HAV.SPIRIT PRETO 39/40;
444;140570;HAV.SPIRIT ROSE 33/34 ;
444;140571;HAV.SPIRIT ROSE 35/36 ;
444;140572;HAV.SPIRIT ROSE 37/38 ;
444;140574;HAV.SPIRIT ROSE 39/40 ;
444;155969;HAV.SPRING B.ROS.33/34;
444;155970;HAV.SPRING B.ROS.35/36;
444;155971;HAV.SPRING B.ROS.37/38;
444;155972;HAV.SPRING B.ROS.39/40;
444;133450;HAV.SPRING BCO.33/34  ;
444;133451;HAV.SPRING BCO.35/36  ;
444;133452;HAV.SPRING BCO.37/38  ;
444;133453;HAV.SPRING BCO.39/40  ;
444;146483;HAV.SPRING CAF/ROS.GOL;
444;146484;HAV.SPRING CAF/ROS.GOL;
444;146486;HAV.SPRING CAF/ROS.GOL;
444;146487;HAV.SPRING CAF/ROS.GOL;
444;150925;HAV.SPRING CAFE 33/34 ;
444;150926;HAV.SPRING CAFE 35/37 ;
444;150927;HAV.SPRING CAFE 37/38 ;
444;150928;HAV.SPRING CAFE 39/40 ;
444;150929;HAV.SPRING CAFE 41/42 ;
444;146479;HAV.SPRING ICE VIOLETA;
444;146480;HAV.SPRING ICE VIOLETA;
444;146481;HAV.SPRING ICE VIOLETA;
444;146482;HAV.SPRING ICE VIOLETA;
444;155973;HAV.SPRING P.CIN.33/34;
444;155976;HAV.SPRING P.CIN.33/34;
444;155974;HAV.SPRING P.CIN.35/36;
444;155975;HAV.SPRING P.CIN.37/38;
444;133454;HAV.SPRING PTO.33/34  ;
444;133455;HAV.SPRING PTO.35/36  ;
444;133456;HAV.SPRING PTO.37/38  ;
444;133457;HAV.SPRING PTO.39/40  ;
444;133459;HAV.SPRING R.POP 33/34;
444;133460;HAV.SPRING R.POP 35/36;
444;133461;HAV.SPRING R.POP 37/38;
444;133462;HAV.SPRING R.POP 39/40;
444;127590;HAV.STYLE BCO.33/34   ;
444;127591;HAV.STYLE BCO.35/36   ;
444;127592;HAV.STYLE BCO.37/38   ;
444;127593;HAV.STYLE BCO.39/40   ;
444;133507;HAV.STYLE BCO/R.33/34 ;
444;133509;HAV.STYLE BCO/R.35/36 ;
444;133510;HAV.STYLE BCO/R.37/38 ;
444;133511;HAV.STYLE BCO/R.39/40 ;
444;127598;HAV.STYLE H.PINK.33/34;
444;127599;HAV.STYLE H.PINK.35/36;
444;127600;HAV.STYLE H.PINK.37/38;
444;127601;HAV.STYLE H.PINK.39/40;
444;133512;HAV.STYLE MAR.33/34   ;
444;133513;HAV.STYLE MAR.35/36   ;
444;133514;HAV.STYLE MAR.37/38   ;
444;133515;HAV.STYLE MAR.39/40   ;
444;133516;HAV.STYLE MEL.33/34   ;
444;133517;HAV.STYLE MEL.35/36   ;
444;133518;HAV.STYLE MEL.37/38   ;
444;133519;HAV.STYLE MEL.39/40   ;
444;127594;HAV.STYLE PTO.33/34   ;
444;127595;HAV.STYLE PTO.35/36   ;
444;127596;HAV.STYLE PTO.37/38   ;
444;127597;HAV.STYLE PTO.39/40   ;
444;133520;HAV.STYLE VDE.33/34   ;
444;133521;HAV.STYLE VDE.35/36   ;
444;133522;HAV.STYLE VDE.37/38   ;
444;133523;HAV.STYLE VDE.39/40   ;
444;176998;HAV.SUMER B.PALHA 37/8;
444;176820;HAV.SUMER C.PINK 35/6 ;
444;176822;HAV.SUMER C.PINK 37/8 ;
444;176824;HAV.SUMER C.PINK 39/0 ;
444;176818;HAV.SUMER PESSEGO 35/6;
444;176827;HAV.SUMER PESSEGO 39/0;
444;176997;HAV.SUMER PESSEGO 39/0;
444;140331;HAV.SUMMER ACQUA 33/34;
444;140332;HAV.SUMMER ACQUA 35/36;
444;140333;HAV.SUMMER ACQUA 37/38;
444;140334;HAV.SUMMER ACQUA 39/40;
444;140339;HAV.SUMMER B/BCO.33/34;
444;140340;HAV.SUMMER B/BCO.35/36;
444;140341;HAV.SUMMER B/BCO.37/38;
444;140342;HAV.SUMMER B/BCO.39/40;
444;140343;HAV.SUMMER CAFE 33/34 ;
444;140344;HAV.SUMMER CAFE 35/36 ;
444;140345;HAV.SUMMER CAFE 37/38 ;
444;140346;HAV.SUMMER CAFE 39/40 ;
444;140335;HAV.SUMMER ROSA 33/34 ;
444;140336;HAV.SUMMER ROSA 35/36 ;
444;140337;HAV.SUMMER ROSA 37/38 ;
444;140338;HAV.SUMMER ROSA 39/40 ;
444;150882;HAV.SURF ABOBORA 35/36;
444;150883;HAV.SURF ABOBORA 37/38;
444;150884;HAV.SURF ABOBORA 39/40;
444;150885;HAV.SURF ABOBORA 41/42;
444;150886;HAV.SURF ABOBORA 43/44;
444;150887;HAV.SURF ABOBORA 45/46;
444;146380;HAV.SURF AMARELO LIGHT;
444;146381;HAV.SURF AMARELO LIGHT;
444;146382;HAV.SURF AMARELO LIGHT;
444;146379;HAV.SURF AMARELO/LIGHT;
444;140087;HAV.SURF AREIA/AZ.    ;
444;140088;HAV.SURF AREIA/AZ.    ;
444;140089;HAV.SURF AREIA/AZ.    ;
444;140091;HAV.SURF AREIA/AZ.    ;
444;127304;HAV.SURF AREIA/CAQUI  ;
444;127305;HAV.SURF AREIA/CAQUI  ;
444;127306;HAV.SURF AREIA/CAQUI  ;
444;127307;HAV.SURF AREIA/CAQUI  ;
444;165995;HAV.SURF B.PALHA 35/36;
444;165997;HAV.SURF B.PALHA 37/38;
444;165998;HAV.SURF B.PALHA 39/40;
444;165999;HAV.SURF B.PALHA 41/42;
444;166000;HAV.SURF B.PALHA 43/44;
444;166001;HAV.SURF B.PALHA 45/46;
444;150890;HAV.SURF BCO.MAR.35/36;
444;150891;HAV.SURF BCO.MAR.37/38;
444;150892;HAV.SURF BCO.MAR.39/40;
444;150893;HAV.SURF BCO.MAR.41/42;
444;150894;HAV.SURF BCO.MAR.43/44;
444;150897;HAV.SURF BCO.MAR.45/46;
444;146383;HAV.SURF BCO/BCO 37/38;
444;146384;HAV.SURF BCO/BCO 39/40;
444;146385;HAV.SURF BCO/BCO 41/42;
444;146386;HAV.SURF BCO/BCO 43/44;
444;140101;HAV.SURF BCO/PRETO    ;
444;140102;HAV.SURF BCO/PRETO    ;
444;140103;HAV.SURF BCO/PRETO    ;
444;140104;HAV.SURF BCO/PRETO    ;
444;169718;HAV.SURF BEGE PAL.37/8;
444;169719;HAV.SURF BEGE PAL.39/0;
444;169720;HAV.SURF BEGE PAL.41/2;
444;169721;HAV.SURF BEGE PAL.43/4;
444;169722;HAV.SURF BEGE PAL.45/6;
444;165989;HAV.SURF C.PRETO 35/36;
444;165990;HAV.SURF C.PRETO 37/38;
444;165991;HAV.SURF C.PRETO 39/40;
444;165992;HAV.SURF C.PRETO 41/42;
444;165993;HAV.SURF C.PRETO 43/44;
444;165994;HAV.SURF C.PRETO 45/46;
444;133336;HAV.SURF CINZA 37/38  ;
444;133337;HAV.SURF CINZA 39/40  ;
444;133338;HAV.SURF CINZA 41/42  ;
444;133339;HAV.SURF CINZA 43/44  ;
444;146375;HAV.SURF CNZ GELO/PTO ;
444;146376;HAV.SURF CNZ GELO/PTO ;
444;146377;HAV.SURF CNZ GELO/PTO ;
444;146378;HAV.SURF CNZ GELO/PTO ;
444;155950;HAV.SURF CZA.A.35/36  ;
444;155952;HAV.SURF CZA.A.37/38  ;
444;155954;HAV.SURF CZA.A.41/42  ;
444;155955;HAV.SURF CZA.A.43/44  ;
444;155956;HAV.SURF CZA.A.45/46  ;
444;155943;HAV.SURF CZA.C.35/36  ;
444;155944;HAV.SURF CZA.C.37/38  ;
444;155945;HAV.SURF CZA.C.39/40  ;
444;155953;HAV.SURF CZA.C.39/40  ;
444;155947;HAV.SURF CZA.C.41/42  ;
444;155948;HAV.SURF CZA.C.43/44  ;
444;155949;HAV.SURF CZA.C.45/46  ;
444;140092;HAV.SURF CZA/CHUMBO   ;
444;140096;HAV.SURF CZA/CHUMBO   ;
444;140097;HAV.SURF CZA/CHUMBO   ;
444;122651;HAV.SURF GIRL 33/34   ;
444;122658;HAV.SURF GIRL 33/34   ;
444;122665;HAV.SURF GIRL 33/34   ;
444;122654;HAV.SURF GIRL 35/36   ;
444;122660;HAV.SURF GIRL 35/36   ;
444;122666;HAV.SURF GIRL 35/36   ;
444;122655;HAV.SURF GIRL 37/38   ;
444;122661;HAV.SURF GIRL 37/38   ;
444;122667;HAV.SURF GIRL 37/38   ;
444;122656;HAV.SURF GIRL 39/40   ;
444;122663;HAV.SURF GIRL 39/40   ;
444;122668;HAV.SURF GIRL 39/40   ;
444;122657;HAV.SURF GIRL 41/42   ;
444;122664;HAV.SURF GIRL 41/42   ;
444;122669;HAV.SURF GIRL 41/42   ;
444;159450;HAV.SURF PRETO.35/36  ;
444;159456;HAV.SURF PRETO.35/36  ;
444;159451;HAV.SURF PRETO.37/38  ;
444;159457;HAV.SURF PRETO.37/38  ;
444;159452;HAV.SURF PRETO.39/40  ;
444;159458;HAV.SURF PRETO.39/40  ;
444;159453;HAV.SURF PRETO.41/42  ;
444;159459;HAV.SURF PRETO.41/42  ;
444;159454;HAV.SURF PRETO.43/44  ;
444;159460;HAV.SURF PRETO.43/44  ;
444;159455;HAV.SURF PRETO.45/46  ;
444;159461;HAV.SURF PRETO.45/46  ;
444;124386;HAV.SURF PTO/CINZ.45/4;
444;140105;HAV.SURF PTO/PETROL.  ;
444;140106;HAV.SURF PTO/PETROL.  ;
444;140107;HAV.SURF PTO/PETROL.  ;
444;140108;HAV.SURF PTO/PETROL.  ;
444;133345;HAV.SURF PTO/VDE.37/38;
444;133346;HAV.SURF PTO/VDE.39/40;
444;133347;HAV.SURF PTO/VDE.41/42;
444;133348;HAV.SURF PTO/VDE.43/44;
444;133349;HAV.SURF PTO/VDE.45/46;
444;127299;HAV.SURF VERM.APACHE  ;
444;127300;HAV.SURF VERM.APACHE  ;
444;127302;HAV.SURF VERM.APACHE  ;
444;127303;HAV.SURF VERM.APACHE  ;
444;133341;HAV.SURF VERM.CH.37/38;
444;133342;HAV.SURF VERM.CH.39/40;
444;133343;HAV.SURF VERM.CH.41/42;
444;133344;HAV.SURF VERM.CH.43/44;
444;148172;HAV.T.AMAR/CITR.33/34 ;
444;148173;HAV.T.AMAR/CITR.35/36 ;
444;148145;HAV.T.AZ/LAV.33/34    ;
444;148146;HAV.T.AZ/LAV.35/36    ;
444;148147;HAV.T.AZ/LAV.37/38    ;
444;148148;HAV.T.AZ/LAV.39/40    ;
444;148149;HAV.T.AZ/LAV.41/42    ;
444;148153;HAV.T.AZ/LAV.43/44    ;
444;148155;HAV.T.AZ/LAV.45/46    ;
444;148185;HAV.T.AZ/NAVAL 33/34  ;
444;148186;HAV.T.AZ/NAVAL 35/36  ;
444;148189;HAV.T.AZ/NAVAL 45/46  ;
444;148136;HAV.T.AZ/VERM.33/34   ;
444;148137;HAV.T.AZ/VERM.35/36   ;
444;148138;HAV.T.AZ/VERM.37/38   ;
444;148139;HAV.T.AZ/VERM.39/40   ;
444;148140;HAV.T.AZ/VERM.41/42   ;
444;148141;HAV.T.AZ/VERM.43/44   ;
444;148142;HAV.T.AZ/VERM.45/46   ;
444;148087;HAV.T.BCO/MAR.33/34   ;
444;148088;HAV.T.BCO/MAR.35/36   ;
444;148121;HAV.T.BCO/MAR.37/38   ;
444;148122;HAV.T.BCO/MAR.39/40   ;
444;148123;HAV.T.BCO/MAR.41/42   ;
444;148124;HAV.T.BCO/MAR.43/44   ;
444;148125;HAV.T.BCO/MAR.45/46   ;
444;148126;HAV.T.BCO/PTO.33/34   ;
444;148128;HAV.T.BCO/PTO.35/36   ;
444;148129;HAV.T.BCO/PTO.37/38   ;
444;148130;HAV.T.BCO/PTO.39/40   ;
444;148131;HAV.T.BCO/PTO.41/42   ;
444;148133;HAV.T.BCO/PTO.43/44   ;
444;148134;HAV.T.BCO/PTO.45/46   ;
444;148190;HAV.T.BCO/PTO/V.33/34 ;
444;148191;HAV.T.BCO/PTO/V.35/36 ;
444;148192;HAV.T.BCO/PTO/V.37/38 ;
444;148193;HAV.T.BCO/PTO/V.39/40 ;
444;148194;HAV.T.BCO/PTO/V.41/42 ;
444;148195;HAV.T.BCO/PTO/V.43/44 ;
444;148196;HAV.T.BCO/PTO/V.45/46 ;
444;148176;HAV.T.CARBONO 33/34   ;
444;148178;HAV.T.CARBONO 35/36   ;
444;148179;HAV.T.CARBONO 37/38   ;
444;148180;HAV.T.CARBONO 39/40   ;
444;148181;HAV.T.CARBONO 41/40   ;
444;148182;HAV.T.CARBONO 43/44   ;
444;148184;HAV.T.CARBONO 45/46   ;
444;148270;HAV.T.LAR.NEON 33/34  ;
444;148271;HAV.T.LAR.NEON 35/36  ;
444;148272;HAV.T.LAR.NEON 37/38  ;
444;148273;HAV.T.LAR.NEON 39/40  ;
444;148275;HAV.T.LAR.NEON 41/42  ;
444;148276;HAV.T.LAR.NEON 43/44  ;
444;148277;HAV.T.LAR.NEON 45/46  ;
444;148156;HAV.T.VERM/APACH.33/34;
444;148157;HAV.T.VERM/APACH.35/36;
444;148158;HAV.T.VERM/APACH.37/35;
444;148159;HAV.T.VERM/APACH.39/40;
444;148160;HAV.T.VERM/APACH.41/42;
444;148161;HAV.T.VERM/APACH.43/44;
444;148162;HAV.T.VERM/APACH.45/46;
444;148163;HAV.T.VERM/VERDE 33/34;
444;148165;HAV.T.VERM/VERDE 35/36;
444;148166;HAV.T.VERM/VERDE 37/38;
444;148168;HAV.T.VERM/VERDE 39/40;
444;148169;HAV.T.VERM/VERDE 41/42;
444;148170;HAV.T.VERM/VERDE 43/44;
444;148171;HAV.T.VERM/VERDE 45/46;
444;146226;HAV.TEAMS AMAR.CIT.37 ;
444;146227;HAV.TEAMS AMAR.CIT.39 ;
444;146228;HAV.TEAMS AMAR.CIT.41 ;
444;146229;HAV.TEAMS AMAR.CIT.43 ;
444;148175;HAV.TEAMS AMAR.CIT.45 ;
444;146230;HAV.TEAMS AZUL NAV.37 ;
444;146231;HAV.TEAMS AZUL NAV.39 ;
444;146232;HAV.TEAMS AZUL NAV.41 ;
444;146234;HAV.TEAMS AZUL NAV.43 ;
444;115411;HAV.TOP A.CAN.33/34   ;
444;100716;HAV.TOP A.CAN.35/36   ;
444;100720;HAV.TOP A.CAN.37/38   ;
444;100724;HAV.TOP A.CAN.39/40   ;
444;115412;HAV.TOP A.CAN.41/42   ;
444;115265;HAV.TOP A.CAN.45/46   ;
444;166064;HAV.TOP A.FERRUG.33/34;
444;166065;HAV.TOP A.FERRUG.35/36;
444;166066;HAV.TOP A.FERRUG.37/38;
444;166067;HAV.TOP A.FERRUG.39/40;
444;121783;HAV.TOP AMAR.CIT.33/34;
444;121785;HAV.TOP AMAR.CIT.35/36;
444;121786;HAV.TOP AMAR.CIT.37/38;
444;121787;HAV.TOP AMAR.CIT.39/40;
444;121788;HAV.TOP AMAR.CIT.41/42;
444;146153;HAV.TOP AMAR/NEON33/34;
444;146154;HAV.TOP AMAR/NEON35/36;
444;146155;HAV.TOP AMAR/NEON37/38;
444;146156;HAV.TOP AMAR/NEON39/40;
444;121789;HAV.TOP AMAZONIA 33/34;
444;121790;HAV.TOP AMAZONIA 35/36;
444;121791;HAV.TOP AMAZONIA 37/38;
444;121792;HAV.TOP AMAZONIA 39/40;
444;121793;HAV.TOP AMAZONIA 41/42;
444;121794;HAV.TOP AMAZONIA 43/44;
444;139831;HAV.TOP AMETISTA 33/34;
444;139832;HAV.TOP AMETISTA 35/36;
444;139833;HAV.TOP AMETISTA 37/38;
444;139834;HAV.TOP AMETISTA 39/40;
444;169873;HAV.TOP ANIM.33/4     ;
444;169874;HAV.TOP ANIM.35/6     ;
444;169875;HAV.TOP ANIM.37/8     ;
444;169876;HAV.TOP ANIM.39/0     ;
444;155983;HAV.TOP ANIM.AR.33/34 ;
444;155984;HAV.TOP ANIM.AR.35/36 ;
444;155985;HAV.TOP ANIM.AR.37/38 ;
444;155986;HAV.TOP ANIM.AR.39/40 ;
444;150935;HAV.TOP ANIM.BCO.33/34;
444;150936;HAV.TOP ANIM.BCO.35/36;
444;150937;HAV.TOP ANIM.BCO.37/38;
444;150938;HAV.TOP ANIM.BCO.39/40;
444;150939;HAV.TOP ANIM.BCO.41/42;
444;155979;HAV.TOP ANIM.ROS.33/34;
444;155980;HAV.TOP ANIM.ROS.35/36;
444;155981;HAV.TOP ANIM.ROS.37/38;
444;155982;HAV.TOP ANIM.ROS.39/40;
444;159578;HAV.TOP ANIMALS 33/34 ;
444;159583;HAV.TOP ANIMALS 33/34 ;
444;159579;HAV.TOP ANIMALS 35/36 ;
444;159584;HAV.TOP ANIMALS 35/36 ;
444;159580;HAV.TOP ANIMALS 37/38 ;
444;159585;HAV.TOP ANIMALS 37/38 ;
444;159581;HAV.TOP ANIMALS 39/40 ;
444;159586;HAV.TOP ANIMALS 39/40 ;
444;159582;HAV.TOP ANIMALS 41/42 ;
444;159587;HAV.TOP ANIMALS 41/42 ;
444;169565;HAV.TOP ATHLETIC 37/8 ;
444;169566;HAV.TOP ATHLETIC 39/0 ;
444;169567;HAV.TOP ATHLETIC 41/2 ;
444;169568;HAV.TOP ATHLETIC 43/4 ;
444;169569;HAV.TOP ATHLETIC 45/6 ;
444;130127;HAV.TOP ATMOSF.33/34  ;
444;130126;HAV.TOP ATMOSF.35/36  ;
444;127423;HAV.TOP ATMOSF.37/38  ;
444;127424;HAV.TOP ATMOSF.39/40  ;
444;127425;HAV.TOP ATMOSF.41/42  ;
444;127426;HAV.TOP ATMOSF.43/44  ;
444;127427;HAV.TOP AZ.ALFAZ.33/34;
444;127428;HAV.TOP AZ.ALFAZ.35/36;
444;127429;HAV.TOP AZ.ALFAZ.37/38;
444;127430;HAV.TOP AZ.ALFAZ.39/40;
444;115267;HAV.TOP AZ.CEU 33/34  ;
444;115414;HAV.TOP AZ.CEU 35/36  ;
444;115415;HAV.TOP AZ.CEU 37     ;
444;115416;HAV.TOP AZ.CEU 39     ;
444;115269;HAV.TOP AZ.CEU 41     ;
444;115270;HAV.TOP AZ.N.33       ;
444;116806;HAV.TOP AZ.N.43       ;
444;116809;HAV.TOP AZ.N.45       ;
444;119415;HAV.TOP AZ.NAVAL 33   ;
444;119416;HAV.TOP AZ.NAVAL 35   ;
444;119417;HAV.TOP AZ.NAVAL 37   ;
444;119418;HAV.TOP AZ.NAVAL 39   ;
444;119419;HAV.TOP AZ.NAVAL 41   ;
444;119420;HAV.TOP AZ.NAVAL 43/44;
444;119399;HAV.TOP AZ.PISC.33    ;
444;119400;HAV.TOP AZ.PISC.35    ;
444;100711;HAV.TOP AZ.PISC.37    ;
444;119402;HAV.TOP AZ.PISC.39    ;
444;127294;HAV.TOP AZUL 45/46    ;
444;166068;HAV.TOP B.PALHA 33/34 ;
444;166069;HAV.TOP B.PALHA 35/36 ;
444;166070;HAV.TOP B.PALHA 37/38 ;
444;166071;HAV.TOP B.PALHA 39/40 ;
444;124711;HAV.TOP BABY TOP.17/18;
444;124755;HAV.TOP BABY TOP.17/18;
444;124712;HAV.TOP BABY TOP.18/19;
444;124757;HAV.TOP BABY TOP.19/20;
444;124713;HAV.TOP BABY TOP.20/20;
444;124758;HAV.TOP BABY TOP.20/20;
444;124759;HAV.TOP BABY TOP.21/00;
444;124714;HAV.TOP BABY TOP.21/20;
444;124760;HAV.TOP BABY TOP.22/00;
444;124715;HAV.TOP BABY TOP.22/21;
444;124710;HAV.TOP BABY TOP.23/24;
444;124761;HAV.TOP BABY TOP.23/24;
444;150816;HAV.TOP BAS.BCO.35/36 ;
444;150817;HAV.TOP BAS.BCO.37/38 ;
444;150818;HAV.TOP BAS.BCO.39/40 ;
444;150820;HAV.TOP BAS.BCO.41/42 ;
444;150821;HAV.TOP BAS.BCO.43/44 ;
444;150822;HAV.TOP BAS.BCO.45/46 ;
444;150809;HAV.TOP BAS.PTO.35/36 ;
444;150810;HAV.TOP BAS.PTO.37/38 ;
444;150811;HAV.TOP BAS.PTO.39/40 ;
444;150812;HAV.TOP BAS.PTO.41/42 ;
444;150813;HAV.TOP BAS.PTO.43/44 ;
444;150814;HAV.TOP BAS.PTO.45/46 ;
444;165897;HAV.TOP BASIC A.INDIGO;
444;165898;HAV.TOP BASIC A.INDIGO;
444;165900;HAV.TOP BASIC A.INDIGO;
444;165901;HAV.TOP BASIC A.INDIGO;
444;165902;HAV.TOP BASIC A.INDIGO;
444;165903;HAV.TOP BASIC A.INDIGO;
444;119387;HAV.TOP BCA.33        ;
444;103598;HAV.TOP BCA.35        ;
444;119389;HAV.TOP BCA.37        ;
444;74316;HAV.TOP BCA.39        ;
444;74319;HAV.TOP BCA.41        ;
444;119390;HAV.TOP BCA.43        ;
444;155801;HAV.TOP BRANCO 45/46  ;
444;121760;HAV.TOP CAFE 33/34    ;
444;121761;HAV.TOP CAFE 35/36    ;
444;121762;HAV.TOP CAFE 37/38    ;
444;121763;HAV.TOP CAFE 39/40    ;
444;121764;HAV.TOP CAFE 41/42    ;
444;121765;HAV.TOP CAFE 43/44    ;
444;121766;HAV.TOP CAFE 45/46    ;
444;146261;HAV.TOP CAMU.AZ.INDIGO;
444;146263;HAV.TOP CAMU.AZ.INDIGO;
444;146264;HAV.TOP CAMU.AZ.INDIGO;
444;146266;HAV.TOP CAMU.AZ.INDIGO;
444;146317;HAV.TOP CAMUF.CINZA   ;
444;146318;HAV.TOP CAMUF.CINZA   ;
444;146267;HAV.TOP CAMUFLADA CINZ;
444;146268;HAV.TOP CAMUFLADA CINZ;
444;146202;HAV.TOP CIN/MAR.41    ;
444;146161;HAV.TOP CORAL 33/34   ;
444;146162;HAV.TOP CORAL 35/36   ;
444;146163;HAV.TOP CORAL 37/38   ;
444;146164;HAV.TOP CORAL 39/40   ;
444;116807;HAV.TOP DAM.39        ;
